incident_reference,imb_incident_number,incident_type,incident_action,territorial_water_status,closest_coastal_state,closest_state_cow_code,location_description,day,month,year,lat_decimal_degrees,long_decimal_degrees,location_precision,geolocation_source,vessel_name,flag,flag_cow_code,vessel_type,steaming_or_stationary,number_of_assailants,armed,weaponry,violence,violence_dummy,type_of_stolen_goods,port_response_received,ransom_paid,steaming_recode,incident_type_recode,incident_action_recode,time_day,converted_time
5866,,actual,boarded,indonesia,indonesia,850,"dumai_anchorage,_indonesia",12,2,2013,1.706,101.4545,1,imb,stargate,liberia,450,2,anchored,3,1,knives,0,0,0,1,0,2,1,2,4,0.076388889
5867,,actual,boarded,indonesia,indonesia,850,"nipah_anchorage,_singapore_straits",13,2,2013,1.106667,103.603333,1,imb,forward_fortune,panama,95,8,anchored,unspecified,0,unspecified,0,0,1,1,0,2,1,2,4,0.194444444
5869,,actual,boarded,india,india,750,"cochin_anchorage,_india",14,2,2013,9.9,76.133333,1,imb,atlantic_latvia,liberia,450,3,anchored,3,0,unspecified,0,0,1,1,0,2,1,2,4,0.041666667
5868,,actual,boarded,vietnam,vietnam,816,"haiphong_anchorage,_vietnam",14,2,2013,20.620833,106.863667,1,imb,selma,antigua_and_barbuda,58,4,anchored,unspecified,0,unspecified,0,0,1,1,0,2,1,2,3,0.986111111
5870,,actual,boarded,bangladesh,bangladesh,771,"chittagong_anchorage,_bangladesh",15,2,2013,22.25,91.7,1,imb,kiran_america,malta,338,2,anchored,unspecified,1,long_knives,1,1,0,1,0,2,1,2,4,0.090277778
5871,,actual,boarded,nigeria,nigeria,475,"around_55nm_wsw_of_brass,_nigeria",17,2,2013,3.956667,5.346667,1,imb,armada_tuah_101,malaysia,820,10,steaming,unspecified,1,unspecified,1,1,0,1,0,1,1,2,1,0.291666667
5872,,actual,boarded,nigeria,nigeria,475,"berth_no._2,_apapa,_lagos,_nigeria",17,2,2013,6.45,3.383333,1,imb,african_joy,hong_kong,710,2,berthed,unspecified,0,unspecified,0,0,1,1,0,3,1,2,1,0.260416667
5873,,attempted,,somalia,somalia,520,"around_150nm_ese_of_eyl,_somalia",18,2,2013,7.24,52.286667,1,imb,alba_star,panama,95,6,steaming,unspecified,1,unspecified,1,1,0,1,0,1,0,-99,2,0.697916667
5876,,actual,boarded,bangladesh,bangladesh,771,"chittagong_anchorage_'c',_bangladesh",18,2,2013,22.185,91.766667,1,imb,jasmine_express,hong_kong,710,8,anchored,unspecified,0,unspecified,0,0,1,1,0,2,1,2,4,0.166666667
5874,,actual,boarded,indonesia,indonesia,850,"52nm_west_of_pulau_penjantan,_indonesia",18,2,2013,0.148333,106.315,1,imb,apl_bahrain,liberia,450,4,steaming,2,0,unspecified,0,0,0,1,0,1,1,2,3,0.965277778
5875,,actual,boarded,indonesia,indonesia,850,"dumai_inner_anchorage,_indonesia",18,2,2013,1.705,101.45,1,imb,star_osprey,panama,95,3,anchored,2,1,long_knives,0,0,0,1,0,2,1,2,4,0.135416667
5878,,actual,boarded,indonesia,indonesia,850,"teluk_semangka_anchorage,_indonesia",20,2,2013,-5.566667,104.583333,1,imb,red_rum,singapore,830,7,anchored,unspecified,0,unspecified,0,0,1,1,0,2,1,2,3,0.875
5877,,actual,boarded,indonesia,indonesia,850,"balikpapan_anchorage,_indonesia",20,2,2013,-1.388333,116.941667,1,imb,eships_prelude,marshall_islands,983,3,anchored,2,1,swords,0,0,1,1,0,2,1,2,4,0.25
5879,,actual,boarded,indonesia,indonesia,850,"gresik_area,_surabaya,_indonesia",20,2,2013,-7.15,112.666667,1,imb,cs_solaris,bahamas,31,2,steaming,unspecified,0,unspecified,0,0,1,1,0,1,1,2,4,0.033333333
5880,,attempted,,nigeria,nigeria,475,"around_31nm_ssw_of_brass,_nigeria",22,2,2013,3.85,6.95,1,imb,kota_bahagia,singapore,983,6,steaming,6,1,automatic_rifles,1,1,0,1,0,1,0,-99,2,0.75
5881,,actual,boarded,colombia,colombia,100,"cartagena_'_a'_anchorage,_colombia",24,2,2013,10.302167,-75.519333,1,imb,fortunato,singapore,830,7,anchored,4,0,unspecified,0,0,1,1,0,2,1,2,3,0.989583333
5883,,attempted,,peru_(peruvian_point_of_view),peru_(peruvian_point_of_view),135,"talara_anchorage,_peru",27,2,2013,-4.573333,-81.313333,1,imb,overseas_ambermar,marshall_islands,983,8,anchored,2,0,unspecified,0,0,0,1,0,2,0,-99,4,0.138888889
5882,,actual,boarded,indonesia,indonesia,850,"dumai_quarantine_anchorage,_indonesia",27,2,2013,1.703167,101.485167,1,imb,stolt_rindo,panama,95,3,anchored,unspecified,0,unspecified,0,0,1,1,0,2,1,2,-99,
5884,,actual,boarded,nigeria,nigeria,475,"around_57nm_wsw_of_brass,_nigeria",4,3,2013,3.955,5.35,1,imb,name_withheld,liberia,450,10,berthed,unspecified,1,unspecified,1,1,0,1,0,3,1,2,1,0.379861111
5885,,attempted,,yemen,yemen,679,"around_40nm_se_of_mukalla_city,_yemen,_gulf_of_aden",4,3,2013,14.29,49.861667,1,imb,al_buhaira,liberia,450,8,steaming,24,0,unspecified,0,0,0,1,0,1,0,-99,4,0.229166667
5886,,actual,boarded,indonesia,indonesia,850,"taboneo_acnhorage,_indonesia",4,3,2013,-3.556,114.4425,1,imb,castlegate,liberia,450,2,anchored,unspecified,0,unspecified,0,0,1,1,0,2,1,2,4,0.166666667
5887,,actual,boarded,indonesia,indonesia,850,"belawan_anchorage,_indonesia",12,3,2013,3.94,98.746667,1,imb,princes_park,liberia,450,3,anchored,unspecified,0,unspecified,0,0,1,1,0,2,1,2,1,0.5
5888,,attempted,,yemen,yemen,679,gulf_of_aden,14,3,2013,13.65,50.8,1,imb,orange_stars,marshall_islands,983,8,steaming,unspecified,0,unspecified,0,0,0,1,0,1,0,-99,2,0.510416667
5889,,actual,boarded,indonesia,indonesia,850,"adang_bay_anchorage,_indonesia",14,3,2013,-1.67,116.651667,1,imb,kilian_s,antigua_and_barbuda,58,2,anchored,3,1,long_knives,0,0,0,1,0,2,1,2,4,0.168055556
5890,,actual,boarded,colombia,colombia,100,"puerto_prodeco_anchorage,_colombia",16,3,2013,11.133333,-74.266667,1,imb,caroline_oldendorff,liberia,450,2,anchored,2,0,unspecified,0,0,0,1,0,2,1,2,3,0.963888889
5891,,actual,boarded,indonesia,indonesia,850,"gresik_inner_anchorage,_indonesia",21,3,2013,-7.088333,112.656667,1,imb,global_andes,panama,95,2,anchored,4,0,unspecified,0,0,1,1,0,2,1,2,4,0.097222222
5892,,actual,boarded,bangladesh,bangladesh,771,"chittagong_anchorage_'_a',_bangladesh",22,3,2013,22.25,91.733333,1,imb,nord_optimiser,liberia,450,8,anchored,unspecified,0,unspecified,0,0,1,1,0,2,1,2,3,0.916666667
5893,,actual,boarded,indonesia,indonesia,850,"dumai_anchorage,_indonesia",23,3,2013,1.7,101.466667,1,imb,princes_park,liberia,450,3,anchored,5,1,long_knives,1,1,0,1,0,2,1,2,4,0.083333333
5896,,actual,boarded,cote_d'ivoire,cote_d'ivoire,437,"abidjan_anchorage,_ivory_coast",24,3,2013,5.293167,-4,2,imb,ocean_charger,usa,2,6,berthed,2,0,unspecified,0,0,1,1,0,3,1,2,4,0.125
5894,,actual,boarded,tanzania,tanzania,510,"berth_no._11,_dar_es_salaam_port,_tanzania",24,3,2013,-6.841667,39.296667,1,imb,jpo_sagittarius,liberia,450,4,berthed,1,1,long_knives,1,1,0,1,0,3,1,2,4,0.041666667
5895,,actual,boarded,indonesia,indonesia,850,"tanjung_priok_anchorage,_indonesia",24,3,2013,-5.983333,106.9,1,imb,cape_norviega,singapore,830,4,anchored,unspecified,0,unspecified,0,0,1,1,0,2,1,2,4,0.083333333
5897,,actual,boarded,indonesia,indonesia,850,"dumai_inner_anchorage,_indonesia",25,3,2013,1.7,101.45,1,imb,pandurata,panama,95,6,anchored,5,1,knives_and_guns,1,1,1,1,0,2,1,2,4,0.0625
5898,,actual,boarded,egypt,egypt,651,"port_said,_west_terminal,_egypt",26,3,2013,31.24,32.301667,1,imb,christy,st._vincent_and_grenadine,57,4,berthed,6,1,knives,1,1,1,1,0,3,1,2,2,0.741666667
5899,,actual,boarded,indonesia,indonesia,850,"taboneo_acnhorage,_indonesia",26,3,2013,-3.074167,114.434333,1,imb,mosor,croatia,344,2,anchored,unspecified,0,unspecified,0,0,0,1,0,2,1,2,4,0.170138889
5900,,actual,boarded,indonesia,indonesia,850,"belawan_anchorage,_indonesia",27,3,2013,3.933333,98.783333,1,imb,siberian_express,gibraltar,200,2,anchored,unspecified,0,unspecified,0,0,1,1,0,2,1,2,2,0.645833333
5902,,actual,hijacked,somalia,somalia,520,"11nm_wnw_of_raas_caseyr,_somalia",28,3,2013,11.866667,51.3,1,imb,saad_i,iran,630,5,steaming,unspecified,0,unspecified,1,1,0,1,0,1,1,1,1,0.323611111
5901,,actual,boarded,indonesia,indonesia,850,"muara_jawa_anchorage,_smarinda,_indonesia",28,3,2013,-1.133333,117.25,1,imb,theometor,st._vincent_and_grenadine,57,2,anchored,unspecified,1,gun,1,1,1,1,0,2,1,2,1,0.375
5903,,actual,boarded,indonesia,indonesia,850,"samarinda_anchorage,_indonesia",29,3,2013,-1.183333,117.266667,1,imb,dietrich_oldendorff,luxemburg,212,2,anchored,2,1,long_knives,0,0,1,1,0,2,1,2,4,0.090277778
5904,,attempted,,nigeria,nigeria,475,"around_52nm_ssw_of_port_harcourt,_nigeria",30,3,2013,3.955,6.683333,1,imb,sea_hermes,malta,338,8,steaming,8,1,unspecified,1,1,0,1,0,1,0,-99,3,0.945833333
5905,,actual,boarded,bangladesh,bangladesh,771,"chittagong_anchorage,_bangladesh",1,4,2013,22.266667,91.733333,1,imb,crane,marshall_islands,983,2,anchored,6,1,long_knives,0,0,1,1,0,2,1,2,4,0.010416667
5906,,attempted,,somalia,somalia,520,"around_13nm_south_of_baraawe,_somalia",2,4,2013,0.878333,44.025,1,imb,alpha_kirawira,sierra_leone,451,6,steaming,7,1,unspecified,1,1,0,1,0,1,0,-99,1,0.291666667
5908,,attempted,,indonesia,indonesia,850,"dumai_anchorage,_indonesia",3,4,2013,1.7,101.416667,1,imb,iver_exact,gibraltar,200,3,anchored,4,0,unspecified,0,0,0,1,0,2,0,-99,4,0.125
5907,,actual,boarded,indonesia,indonesia,850,"adang_bay_anchorage,_indonesia",3,4,2013,-1.716667,116.65,1,imb,sher-e-punjab,liberia,450,2,anchored,2,1,guns_and_knives,1,1,1,1,0,2,1,2,4,0.145833333
5909,,actual,boarded,indonesia,indonesia,850,"dumai_inner_anchorage,_indonesia",4,4,2013,1.701667,101.49,1,imb,garden_city_river,singapore,830,8,anchored,unspecified,0,unspecified,0,0,1,1,0,2,1,2,3,0.916666667
5910,,attempted,,india,india,750,"visakhapatnam_anchorage,_india",5,4,2013,17.65,83.4,1,imb,new_century,marshall_islands,983,8,anchored,7,0,unspecified,0,0,0,1,0,2,0,-99,1,0.277777778
5911,,actual,boarded,indonesia,indonesia,850,"belawan_anchorage,_indonesia",6,4,2013,3.948333,98.735,1,imb,maersk_bering,singapore,830,3,anchored,unspecified,0,unspecified,0,0,1,1,0,2,1,2,2,0.541666667
5912,,actual,boarded,vietnam,vietnam,816,"ho_chi_minh_city_port,_vietnam",9,4,2013,10.566667,107.016667,1,imb,westgate,liberia,450,2,berthed,unspecified,0,unspecified,0,0,1,1,0,3,1,2,4,0.166666667
5913,,actual,boarded,sierra_leone,sierra_leone,451,"freetown_inner_roads,_sierra_leone",11,4,2013,8.5,-13.183333,1,imb,rms_baerl,antigua_and_barbuda,58,6,anchored,unspecified,1,knives,1,1,1,1,0,2,1,2,3,0.979166667
5914,,actual,boarded,peru_(peruvian_point_of_view),peru_(peruvian_point_of_view),135,"talara_anchorage,_peru",13,4,2013,-4.573333,-81.318333,1,imb,unique_guardian,hong_kong,710,8,anchored,2,1,long_knives,0,0,1,1,0,2,1,2,1,0.395833333
5915,,actual,boarded,indonesia,indonesia,850,"surabaya_port,_indonesia",13,4,2013,-7.093333,112.658333,1,imb,densa_jaguar,malta,338,2,berthed,3,1,long_knives,0,0,0,1,0,3,1,2,4,0.104166667
5916,,actual,boarded,ecuador,ecuador,130,"guayaquil,_ecuador",15,4,2013,-2.266667,-79.9,2,imb,maersk_nienburg,hong_kong,710,4,steaming,unspecified,0,unspecified,0,0,0,1,0,1,1,2,1,0.444444444
5917,,actual,boarded,colombia,colombia,100,"cartagena_inner_anchorage,_colombia",16,4,2013,10.366667,-75.55,1,imb,shamrock,barbados,53,10,anchored,unspecified,0,unspecified,0,0,1,1,0,2,1,2,4,0.208333333
5918,,attempted,,sao_tome_&_principe,sao_tome_&_principe,403,"around_174nm_south_of_port_harcourt,_nigeria",16,4,2013,1.8,6.766667,1,imb,cap_theodora,greece,350,8,steaming,unspecified,1,unspecified,1,1,0,1,0,1,0,-99,4,0.008333333
5919,,actual,boarded,vietnam,vietnam,816,"campha_outer_anchorage,_vietnam",17,4,2013,21.016667,107.343167,2,imb,ivs_magpie,singapore,830,2,anchored,3,0,unspecified,0,0,1,1,0,2,1,2,4,0.090277778
5920,,attempted,,congo,congo,484,"pointe_noire_anchorage,_the_congo",18,4,2013,-4.746667,11.811667,1,imb,corinth,marshall_islands,983,6,anchored,3,0,unspecified,0,0,0,1,0,2,0,-99,4,0.006944444
5921,,actual,boarded,indonesia,indonesia,850,"dumai_anchorage,_indonesia",19,4,2013,1.683333,101.5,1,imb,singapore_river,singapore,830,8,anchored,4,1,knives,1,1,1,1,0,2,1,2,4,0.118055556
5922,,actual,boarded,nigeria,nigeria,475,"around_133nm_south_of_port_harcourt,_nigeria",22,4,2013,2.516667,6.833333,1,imb,hansa_marburg,liberia,450,4,steaming,unspecified,1,unspecified,1,1,0,1,0,1,1,2,3,0.944444444
5923,,actual,boarded,indonesia,indonesia,850,"around_15nm_ne_of_bintan_island,_indonesia",23,4,2013,1.316667,104.783333,1,imb,ad_phoenix,singapore,830,10,steaming,5,1,pistol_and_long_knives,0,0,1,1,0,1,1,2,4,0.171527778
5924,,attempted,,nigeria,nigeria,475,"around_40nm_sw_of_brass,_nigeria",24,4,2013,3.85,5.666667,1,imb,bosun,antigua_and_barbuda,58,4,steaming,unspecified,1,unspecified,1,1,0,1,0,1,0,-99,3,0.989583333
5925,,actual,boarded,indonesia,indonesia,850,"around_16nm_ne_of_bintan_island,_indonesia",24,4,2013,1.283333,104.833333,1,imb,nadiya_melisende,kiribati,946,8,steaming,unspecified,0,unspecified,0,0,1,1,0,1,1,2,4,0.166666667
5926,,actual,boarded,indonesia,indonesia,850,south_china_sea,24,4,2013,1.6,105.383333,1,imb,hub_21,malaysia,820,1,steaming,15,1,guns_and_long_knives,1,1,1,1,0,1,1,2,4,0.145833333
5927,,actual,boarded,nigeria,nigeria,475,"around_45nm_wsw_of_brass,_nigeria",25,4,2013,4.166667,5.5,1,imb,city_of_xiamen,antigua_and_barbuda,58,4,steaming,14,1,unspecified,1,1,1,1,0,1,1,2,3,0.864583333
5928,,attempted,,nigeria,nigeria,475,"around_83nm_wsw_of_brass,_nigeria",26,4,2013,3.8,5.95,1,imb,city_of_guangzhou,antigua_and_barbuda,58,4,steaming,unspecified,0,unspecified,0,0,0,1,0,1,0,-99,3,0.770833333
5929,,actual,boarded,indonesia,indonesia,850,"berth_ocean_quay_106,_belawan_port,_indonesia",27,4,2013,3.776667,98.676667,2,imb,fairchem_maverick,panama,95,3,berthed,2,0,unspecified,0,0,1,1,0,3,1,2,2,0.659722222
5930,,actual,boarded,indonesia,indonesia,850,singapore_straits,29,4,2013,1.233333,104.033333,1,imb,crest_gold_i_and_crest_2821,singapore,830,1,steaming,unspecified,0,unspecified,0,0,1,1,0,1,1,2,4,0.083333333
5931,,actual,boarded,indonesia,indonesia,850,"belawan_anchorage,_indonesia",30,4,2013,3.783333,98.7,1,imb,kohinoor,panama,95,6,berthed,unspecified,0,unspecified,0,0,1,1,0,3,1,2,3,0.833333333
5932,,attempted,,nigeria,nigeria,475,"33nm_sw_of_bonny_river_fairway,_nigeria",4,5,2013,3.825,6.686667,1,imb,frio_athens,vanuatu,935,10,steaming,6,1,unspecified,1,1,0,1,0,1,0,-99,1,0.482638889
5933,,attempted,,nigeria,nigeria,475,"around_28nm_sw_of_bonny,_nigeria",4,5,2013,4.038333,6.915,1,imb,cma_cgm_africa_four,bahamas,31,4,steaming,7,1,automatic_guns,1,1,0,1,0,1,0,-99,1,0.402777778
5936,,attempted,,ecuador,ecuador,130,"around_18nm_ssw_of_guayaquil,_ecuador",5,5,2013,-2.476667,-80.068333,1,imb,cap_portland,liberia,450,4,steaming,unspecified,1,unspecified,0,0,0,1,0,1,0,-99,4,0.120833333
5935,,attempted,,ghana,ghana,452,"around_27nm_sse_off_lome,_togo",5,5,2013,5.695,1.336667,1,imb,seapride,malta,338,8,steaming,unspecified,1,unspecified,1,1,0,1,0,1,0,-99,3,0.947916667
5934,,actual,boarded,ghana,ghana,452,"around_27nm_sse_of_lome,_togo",5,5,2013,5.695,1.336667,1,imb,madonna_i,panama,95,3,steaming,9,1,unspecified,1,1,0,1,0,1,1,2,3,0.95
5937,,attempted,,nigeria,nigeria,475,"calabar_river,_nigeria",7,5,2013,4.721667,8.345,1,imb,centenario_blu,panama,95,2,steaming,7,1,unspecified,1,1,0,1,0,1,0,-99,2,0.623611111
5938,,actual,hijacked,malaysia,malaysia,820,malacca_straits,7,5,2013,4.9173,99.2682,2,imb,pkfb_(u2)_1532,malaysia,820,5,steaming,unspecified,0,unspecified,1,1,0,1,0,1,1,1,3,0.958333333
5939,,attempted,,togo,togo,461,"lome_anchorage,_togo",9,5,2013,6.066667,1.25,1,imb,cap_lara,greece,350,8,anchored,8,0,unspecified,0,0,0,1,0,2,0,-99,3,0.9375
5941,,actual,boarded,colombia,colombia,100,"buenaventura_inner_anchorage,_colombia",12,5,2013,3.8,-77.183333,1,imb,nord_mumbai,singapore,830,2,anchored,5,0,unspecified,0,0,1,1,0,2,1,2,4,0.085416667
5940,,actual,boarded,indonesia,indonesia,850,"taboneo_acnhorage,_indonesia",12,5,2013,-3.683333,114.45,1,imb,sam_hawk,hong_kong,710,2,anchored,5,0,unspecified,0,0,1,1,0,2,1,2,4,0.177083333
6100,,actual,boarded,malaysia,malaysia,820,"around_31nm_nw_of_pulau_tioman,_malaysia",15,5,2013,3.283333,103.8,1,imb,tcl_4401_and_crest_289,singapore,830,1,anchored,unspecified,0,unspecified,0,0,1,1,0,2,1,2,4,0.000694444
5942,,attempted,,togo,togo,461,"lome_anchorage,_togo",17,5,2013,6.051667,1.295,1,imb,mariella_bottiglieri,italy,325,3,anchored,11,0,unspecified,0,0,0,1,0,2,0,-99,4,0.104166667
5943,,actual,boarded,egypt,egypt,651,"alexandria_waiting_anchorage,_egypt",18,5,2013,31.166667,29.826667,2,imb,gandhi,liberia,450,3,anchored,1,0,unspecified,0,0,1,1,0,2,1,2,4,0.079861111
5944,,attempted,,yemen,yemen,679,gulf_of_aden,19,5,2013,12.2,44.333333,1,imb,se_pelagica,singapore,830,6,steaming,5,1,ak47_rifles_and_rpg,0,0,0,1,0,1,0,-99,4,0.225694444
5945,,attempted,,colombia,colombia,100,"buenaventura_inner_anchorage,_colombia",21,5,2013,3.833333,-77.116667,1,imb,fiesta,liberia,450,6,anchored,3,0,unspecified,0,0,0,1,0,2,0,-99,4,0.090277778
5946,,actual,boarded,egypt,egypt,651,"suez_e16_anchorage,_egypt",21,5,2013,29.833333,33.55,1,imb,apl_le_havre,singapore,830,4,anchored,3,0,unspecified,0,0,1,1,0,2,1,2,4,0.09375
5947,,actual,boarded,egypt,egypt,651,"alexandria_waiting_anchorage,_egypt",23,5,2013,31.2,29.7,1,imb,b_elephant,marshall_islands,983,8,anchored,unspecified,0,unspecified,0,0,1,1,0,2,1,2,4,0.239583333
5948,,actual,boarded,bangladesh,bangladesh,771,"chittagong_port,_banglaesh",23,5,2013,22.266667,91.8,1,imb,golden_adventure,liberia,450,3,berthed,unspecified,1,knives,0,0,1,1,0,3,1,2,4,0.041666667
5951,,actual,boarded,peru_(peruvian_point_of_view),peru_(peruvian_point_of_view),135,"talara_anchorage,_peru",24,5,2013,-4.566667,-81.3,1,imb,ardmore_capella,marshall_islands,983,3,anchored,unspecified,0,unspecified,0,0,0,1,0,2,1,2,4,0.101388889
5950,,actual,boarded,nigeria,nigeria,475,"around50nm_wsw_of_brass,_nigeria",24,5,2013,3.875,5.466667,1,imb,matrix_i,nigeria,475,8,steaming,7,1,guns,1,1,1,1,0,1,1,2,3,0.854166667
5949,,actual,boarded,indonesia,indonesia,850,"cigading_anchorage,_indonesia",24,5,2013,-5.983333,105.95,1,imb,anna-barbara,liberia,450,2,anchored,3,1,machetes,0,0,1,1,0,2,1,2,3,0.784722222
5952,,actual,boarded,ecuador,ecuador,130,"estero_salado,_guayaquil,_ecuador",27,5,2013,-2.366667,-81,1,imb,rio_eider,liberia,450,4,steaming,6,1,shotguns,0,0,0,1,0,1,1,2,4,0.215277778
5953,,actual,boarded,egypt,egypt,651,"el_dekheila_anchorage,_alexandria_port,_egypt",27,5,2013,31.211667,29.776667,1,imb,global_f,liberia,450,2,anchored,3,0,unspecified,0,0,1,1,0,2,1,2,4,0.069444444
5954,,actual,boarded,mozambique,mozambique,541,"beira_port,_mozambique",1,6,2013,-19.8265,34.8265,2,imb,eships_liwa,hong_kong,710,3,berthed,2,1,long_knives,0,0,0,1,0,3,1,2,3,0.913194444
5956,,attempted,,nigeria,nigeria,475,"calabar_river,_nigeria",3,6,2013,4.7,8.33,1,imb,bluegreen_tigre,marshall_islands,983,3,steaming,10,1,unspecified,1,1,0,1,0,1,0,-99,2,0.59375
5955,,attempted,,indonesia,indonesia,850,"belawan_anchorage,_indonesia",3,6,2013,3.9245,98.782167,1,imb,atlantic_canyon,hong_kong,710,3,anchored,unspecified,0,unspecified,0,0,0,1,0,2,0,-99,2,0.548611111
5957,,actual,boarded,indonesia,indonesia,850,"muara_jawa_anchorage,_smarinda,_indonesia",3,6,2013,-1.178333,117.265,1,imb,spar_libra,norway,385,2,anchored,2,0,unspecified,0,0,0,1,0,2,1,2,4,0.15625
5958,,actual,boarded,nigeria,nigeria,475,"usari_field,_nigeria",4,6,2013,4.248333,7.761667,1,imb,bourbon_arethouse,st._vincent_and_grenadine,57,10,steaming,unspecified,0,unspecified,0,0,1,1,0,1,1,2,3,0.958333333
5959,,actual,hijacked,somalia,somalia,520,"around_20nm_north_of_bosasso,_gulf_of_aden",5,6,2013,11.6,49.25,1,imb,shahe_faize_noori,india,750,10,steaming,unspecified,0,unspecified,1,1,0,1,0,1,1,1,4,0.229166667
5960,,actual,boarded,indonesia,indonesia,850,"belawan_anchorage,_indonesia",8,6,2013,3.911667,98.776667,1,imb,bandai_v,panama,95,3,anchored,2,1,knives,0,0,0,1,0,2,1,2,1,0.495833333
5961,,actual,boarded,malaysia,malaysia,820,"off_keteh,_terengganu",9,6,2013,4.5,103.983333,1,imb,pu_2417,singapore,830,1,steaming,6,1,guns_and_long_knives,0,0,1,1,0,1,1,2,3,0.84375
5962,,actual,boarded,indonesia,indonesia,850,"taboneo_anchorage,_indonesia",10,6,2013,-3.705,114.475,1,imb,anna-barbara,liberia,450,2,anchored,unspecified,0,unspecified,0,0,1,1,0,2,1,2,4,0.166666667
5963,,actual,boarded,indonesia,indonesia,850,"senipah_tanker_anchorage,_off_balikpapan,_indonesia",12,6,2013,-1.083333,117.233333,1,imb,sentosa_river,singapore,830,3,anchored,unspecified,0,unspecified,0,0,0,1,0,2,1,2,3,0.989583333
5964,,actual,boarded,indonesia,indonesia,850,singapore_straits,12,6,2013,1.26,104.127,1,imb,crest_jade_i_and_crest_285,singapore,830,1,steaming,4,0,unspecified,0,0,1,1,0,1,1,2,3,0.875
5968,,actual,hijacked,togo,togo,461,"lome_anchorage,_togo",13,6,2013,6.016667,1.3,1,imb,adour,france,220,3,anchored,unspecified,1,unspecified,1,1,1,1,0,2,1,1,4,0.083333333
5967,,actual,boarded,nigeria,nigeria,475,"approximately_30nm_south_of_kwa_ibo,_nigeria",13,6,2013,4.033333,8.033333,1,imb,mdpl_continental_one,singapore,830,1,steaming,14,1,"pistols,_ak_47_and_rifles",1,1,1,1,1,1,1,2,4,0.135416667
5965,,actual,boarded,indonesia,indonesia,850,"muara_jawa_anchorage,_smarinda,_indonesia",13,6,2013,-1.205,117.221667,1,imb,csk_brilliance,hong_kong,710,2,anchored,6,1,long_knives,1,1,1,0,0,2,1,2,3,0.975694444
5966,,actual,boarded,indonesia,indonesia,850,"nipah_anchorage,_singapore_straits",13,6,2013,1.1,103.6,1,imb,name_withheld,singapore,830,8,anchored,3,1,long_knives,0,0,1,1,0,2,1,2,4,0.154166667
5970,,actual,boarded,bangladesh,bangladesh,771,"chittagong_anchorage,_bangladesh",15,6,2013,22.15,91.783333,1,imb,golden_avenue,liberia,450,3,steaming,20,1,axe_and_machetes,0,0,1,1,0,1,1,2,4,0.072916667
5969,,attempted,,indonesia,indonesia,850,"taboneo_anchorage,_indonesia",15,6,2013,-3.683333,114.416667,1,imb,emerald_star,hong_kong,710,2,anchored,unspecified,0,unspecified,0,0,0,1,0,2,0,-99,3,0.84375
5971,,actual,boarded,indonesia,indonesia,850,"jakarta_cargo_anchorage,_indonesia",16,6,2013,-6.037,106.902833,1,imb,cma_cgm_kailas,panama,95,4,anchored,4,1,long_knives,1,1,1,1,0,2,1,2,4,0.020833333
5972,,actual,boarded,malaysia,malaysia,820,"around_8nm_wnw_of_lutong,_sarawak,_malaysia",17,6,2013,4.516667,113.866667,1,imb,king_river,malaysia,820,8,steaming,8,1,long_knives,1,1,1,1,0,1,1,2,3,0.8125
5974,,actual,boarded,guinea,guinea,438,"around_25nm_sw_of_conakry,_guinea",19,6,2013,9.236667,-13.955,1,imb,langenes,norway,385,4,anchored,5,1,machine_guns,1,1,1,1,0,2,1,2,4,0.072916667
5973,,actual,boarded,indonesia,indonesia,850,"muara_jawa_anchorage,_smarinda,_indonesia",19,6,2013,-1.183333,117.2,1,imb,ocean_garnet,hong_kong,710,2,anchored,3,1,long_knives,0,0,1,1,0,2,1,2,4,0.121527778
5975,,actual,boarded,indonesia,indonesia,850,"nipah_transit_anchorage,_indonesia",20,6,2013,1.155,103.64,1,imb,senna_jumbo,thailand,800,7,anchored,5,1,knives,1,1,1,1,0,2,1,2,4,0.229166667
5976,,attempted,,indonesia,indonesia,850,"jakarta_tanker_anchorage,_indonesia",27,6,2013,-6.02,106.898333,1,imb,stellar_lilac,panama,95,3,anchored,3,1,knives,0,0,0,1,0,2,0,-99,2,0.513888889
5977,,actual,boarded,india,india,750,"kandla_inner_anchorage,_india",30,6,2013,22.966667,70.233333,1,imb,apj_jad,india,750,2,anchored,3,0,unspecified,0,0,1,1,0,2,1,2,4,0.166666667
5978,,actual,boarded,singapore,singapore,830,singapore_straits,1,7,2013,1.2294,103.8689,4,imb,svitzer_foxtrot,singapore,830,1,steaming,unspecified,0,unspecified,0,0,1,1,0,1,1,2,3,0.833333333
5979,,actual,boarded,indonesia,indonesia,850,"taboneo_anchorage,_indonesia",4,7,2013,-3.68,114.421667,1,imb,sanko_mercury,liberia,450,2,anchored,3,0,unspecified,0,0,0,1,0,2,1,2,3,0.822916667
5980,,actual,boarded,indonesia,indonesia,850,"nipah_anchorage,_indonesia",7,7,2013,1.116667,103.616667,1,imb,afromax_rio,panama,95,8,anchored,4,1,knives,0,0,1,1,0,2,1,2,4,0.204861111
5981,,attempted,,yemen,yemen,679,"bab_el_mandeb_straits,_red_sea",8,7,2013,13.166667,43.1,1,imb,blue_eternity,panama,95,2,steaming,unspecified,0,unspecified,0,0,0,1,0,1,0,-99,3,0
