incident_reference,imb_incident_number,incident_type,incident_action,territorial_water_status,closest_coastal_state,closest_state_cow_code,location_description,day,month,year,lat_decimal_degrees,long_decimal_degrees,location_precision,geolocation_source,vessel_name,flag,flag_cow_code,vessel_type,steaming_or_stationary,number_of_assailants,armed,weaponry,violence,violence_dummy,type_of_stolen_goods,port_response_received,ransom_paid,steaming_recode,incident_type_recode,incident_action_recode,time_day,converted_time
5982,,actual,boarded,malaysia,malaysia,820,"around_12nm_nnw_of_pulau_tioman,_malaysia",10,7,2013,3.033333,104.3,1,imb,lg_asphalt_i,malaysia,820,10,steaming,8,1,guns_and_knives,1,1,1,1,0,1,1,2,4,0.15625
5983,,actual,boarded,indonesia,indonesia,850,"nipah_sts_anchorage_area,_indonesia",11,7,2013,1.11,103.618333,1,imb,guanabara,singapore,830,8,anchored,5,0,unspecified,0,0,0,0,0,2,1,2,4,0.099305556
5984,,actual,boarded,indonesia,indonesia,850,"around_35nm_wnw_of_anambas_island,_south_china_sea",12,7,2013,3.216667,104.966667,1,imb,crest_apache,singapore,830,1,steaming,8,1,guns_and_long_knives,1,1,1,1,0,1,1,2,4,0.0625
5985,,actual,boarded,gabon,gabon,481,"port_gentil,_gabon",14,7,2013,-0.483333,8.85,1,imb,renovation,gabon,481,10,steaming,20,1,unspecified,0,0,1,1,0,1,1,2,3,0.948611111
5986,,actual,hijacked,gabon,gabon,481,"off_gentil_port,_gabon",15,7,2013,-0.4415,8.8575,1,imb,cotton,malta,338,8,steaming,unspecified,0,unspecified,1,1,0,1,0,1,1,1,4,0.244444444
5988,,actual,hijacked,togo,togo,461,"around_46nm_sse_of_lome,_togo",16,7,2013,5.483333,1.633333,1,imb,ocean_centurion,marshall_islands,983,8,steaming,unspecified,1,unspecified,1,1,0,1,0,1,1,1,4,0.1875
5987,,attempted,,yemen,yemen,679,red_sea,16,7,2013,13.466667,43.016667,1,imb,concord,marshall_islands,983,3,steaming,unspecified,1,rpg_launchers,0,0,0,1,0,1,0,-99,2,0.645833333
5989,,actual,boarded,indonesia,indonesia,850,"around_7nm_nxe_of_pulau_mapur,_indonesia",17,7,2013,1.116667,104.866667,1,imb,name_withheld,netherlands,210,6,steaming,10,1,guns_and_knives,1,1,1,1,0,1,1,2,2,0.719444444
5990,,attempted,,togo,togo,461,"lome_anchorage,_togo",18,7,2013,6.083333,1.283333,1,imb,liberty_grace,usa,2,2,anchored,5,0,unspecified,0,0,0,1,0,2,0,-99,4,0.076388889
5991,,actual,boarded,vietnam,vietnam,816,"nha_be_terminal,_vietnam",21,7,2013,10.684,106.758833,1,imb,kirana_tritya,singapore,830,8,berthed,5,1,knives,0,0,0,1,0,3,1,2,4,0.083333333
5992,,actual,boarded,philippines,philippines,840,"manila_north_port_anchorage,_philippines",22,7,2013,14.6005,120.875167,1,imb,helmuth_rambow,antigua_and_barbuda,58,4,anchored,unspecified,0,unspecified,0,0,1,1,0,2,1,2,4,0.208333333
5993,,actual,boarded,cameroon,cameroon,471,"40nm_se_of_port_harcourt,_nigeria",24,7,2013,4.266667,8.933333,1,imb,loulou,nigeria,475,8,steaming,unspecified,1,unspecified,1,1,0,1,0,1,1,2,1,0.298611111
5994,,actual,boarded,india,india,750,"kandla_inner_anchorage,_india",24,7,2013,22.8,70.05,1,imb,bunga_lucerne,singapore,830,3,anchored,2,0,unspecified,0,0,0,1,0,2,1,2,1,0.447916667
5995,,actual,boarded,indonesia,indonesia,850,"around_3nm_ne_tanjung_berakit,_indonesia",24,7,2013,1.266667,104.616667,1,imb,surya_wira_5,singapore,830,1,steaming,7,1,knives,1,1,1,1,0,1,1,2,3,0.958333333
5996,,actual,boarded,indonesia,indonesia,850,"around_7nm_ne_of_tanjung_berakit,_indonesia",25,7,2013,1.3,104.683333,1,imb,surya_wira_2,singapore,830,1,steaming,6,1,knives,1,1,1,1,0,1,1,2,4,0.152777778
5997,,actual,boarded,philippines,philippines,840,"manila_south_harbour_quarantine_anchorage,_philippines",26,7,2013,14.55,120.916667,1,imb,apl_los_angeles,gibraltar,200,4,anchored,unspecified,0,unspecified,0,0,1,1,0,2,1,2,4,0.100694444
5999,,actual,boarded,egypt,egypt,651,"suez_anchorage,_egypt",27,7,2013,29.966667,32.543167,2,imb,hong_kong_bridge,singapore,830,4,anchored,unspecified,0,unspecified,0,0,0,1,0,2,1,2,4,0.128472222
5998,,actual,boarded,myanmar,myanmar,775,"chittagong_anchorage,_bangladesh",27,7,2013,22.15,93.233333,1,imb,torm_loire,denmark,390,3,anchored,1,0,unspecified,0,0,0,1,0,2,1,2,3,0.861111111
6000,,actual,boarded,indonesia,indonesia,850,"gresik_inner_anchorage,_indonesia",28,7,2013,7.0833,112.65,1,imb,global_peace,hong_kong,710,3,anchored,unspecified,0,unspecified,0,0,1,1,0,2,1,2,4,0.100694444
6001,,actual,boarded,indonesia,indonesia,850,"tanjung_uban_anchorage,_indonesia",29,7,2013,1.105,104.181667,1,imb,reference_point,panama,95,7,anchored,8,1,knives,0,0,0,1,0,2,1,2,4,0.175
6002,,attempted,,nigeria,nigeria,475,"around_45nm_south_of_brass,_nigeria",30,7,2013,3.516667,6.083333,1,imb,high_jupiter,hong_kong,710,3,steaming,unspecified,1,unspecified,1,1,0,1,0,1,0,-99,2,0.572916667
6003,,actual,boarded,cote_d'ivoire,cote_d'ivoire,437,"abidjan_anchorage,_ivory_coast",31,7,2013,5.216667,-4.05,1,imb,athos,cayman_islands,200,2,anchored,unspecified,0,unspecified,0,0,0,1,0,2,1,2,3,0.958333333
6004,,actual,boarded,egypt,egypt,651,"berth_no.49,_alexandria_port,_egypt",31,7,2013,31.166667,29.826667,2,imb,mary_schulte,liberia,450,4,berthed,1,0,unspecified,0,0,0,1,0,3,1,2,4,0.083333333
6005,,actual,boarded,indonesia,indonesia,850,south_china_sea,2,8,2013,1.383333,104.5,1,imb,danai_6,thailand,800,8,steaming,6,1,pistol_and_long_knives,1,1,1,1,0,1,1,2,3,0.9375
6006,,actual,boarded,indonesia,indonesia,850,"nipah_anchorage,_indonesia",2,8,2013,1.1,103.633333,1,imb,mare_nostrum,italy,325,8,anchored,1,0,unspecified,0,0,0,1,0,2,1,2,4,0.177083333
6007,,actual,boarded,bangladesh,bangladesh,771,"chittagong_'b'_anchorage,_bangladesh",4,8,2013,22.183333,91.666667,1,imb,st._michaelis,hong_kong,710,8,anchored,7,0,unspecified,0,0,1,1,0,2,1,2,4,0.083333333
6008,,actual,boarded,indonesia,indonesia,850,"samarinda_anchorage,_indonesia",10,8,2013,0.2667,117.605,1,imb,star_manx,isle_of_man,200,2,anchored,8,1,knives,1,1,1,1,0,2,1,2,3,0.989583333
6009,,attempted,,nigeria,nigeria,475,"lagos_anchorage,_nigeria",11,8,2013,6.3,3.433333,1,imb,fpmc_25,liberia,450,8,anchored,unspecified,0,unspecified,0,0,0,1,0,2,0,-99,4,0.003472222
6010,,actual,hijacked,nigeria,nigeria,475,"lagos_anchorage,_nigeria",12,8,2013,6.316667,3.45,1,imb,sp_atlanta,marshall_islands,983,3,anchored,11,1,guns,1,1,1,1,0,2,1,1,4,0.145833333
6011,,attempted,,nigeria,nigeria,475,"lagos_anchorage,_nigeria",15,8,2013,6.35,3.466667,1,imb,bluegreen_tigre,marshall_islands,983,3,anchored,8,0,unspecified,0,0,0,1,0,2,0,-99,4,0.111111111
6012,,actual,boarded,bangladesh,bangladesh,771,"chittagong_anchorage,_bangladesh",16,8,2013,22.166667,91.7,1,imb,herniette_schulte,liberia,450,4,anchored,4,1,knives,0,0,1,1,0,2,1,2,4,0.109722222
6013,,actual,boarded,indonesia,indonesia,850,"belawan_port,_indonesia",23,8,2013,3.776667,98.676667,2,imb,brahman_express,philippines,840,10,berthed,3,0,unspecified,0,0,1,1,0,3,1,2,1,0.475694444
6014,,actual,boarded,indonesia,indonesia,850,"samarinda_working_anchorage,_indonesia",23,8,2013,1.26,117.601667,1,imb,tequila_sunrise,marshall_islands,983,2,anchored,unspecified,0,unspecified,0,0,1,1,0,2,1,2,4,0.166666667
6015,,actual,boarded,indonesia,indonesia,850,"muara_berau_anchorage,_indonesia",23,8,2013,0.2817,117.608333,1,imb,kayu_eboni,panama,95,2,anchored,5,1,knives,1,1,1,1,0,2,1,2,4,0.145833333
6016,,actual,boarded,bangladesh,bangladesh,771,"chittagong_anchorage,_bangladesh",27,8,2013,22.183333,91.7,1,imb,nadir,marshall_islands,983,4,anchored,5,1,long_knives,0,0,1,1,0,2,1,2,3,0.850694444
6017,,actual,boarded,vietnam,vietnam,816,"cam_pha_anchorage,_vietnam",28,8,2013,20.933333,107.316667,1,imb,name_withheld,marshall_islands,983,2,anchored,6,0,unspecified,0,0,1,1,0,2,1,2,3,0.979166667
6018,,actual,boarded,vietnam,vietnam,816,"vung_tau,_vietnam",3,9,2013,10.216667,107.033333,1,imb,atlantic_star,hong_kong,710,3,anchored,6,0,unspecified,0,0,1,1,0,2,1,2,2,0.590277778
6019,,attempted,,nigeria,nigeria,475,"4nm_south_of_pennington_oil_terminal,_nigeria",4,9,2013,4.183333,5.566667,1,imb,sampatiki,liberia,450,3,steaming,unspecified,1,unspecified,1,1,0,1,0,1,0,-99,2,0.635416667
6020,,actual,boarded,indonesia,indonesia,850,"nipah_anchorage,_indonesia",15,9,2013,1.153,103.574,1,imb,cartola,bahamas,31,8,anchored,4,0,unspecified,0,0,1,1,0,2,1,2,2,0.738888889
6021,,actual,boarded,indonesia,indonesia,850,"gresik_port,_indonesia",16,9,2013,7.165,112.67,1,imb,fen,singapore,830,3,berthed,1,0,unspecified,0,0,1,1,0,3,1,2,4,0.131944444
6022,,actual,boarded,indonesia,indonesia,850,"jakarta_anchorage,_indonesia",21,9,2013,6.016667,106.883333,1,imb,name_withheld,panama,95,8,anchored,5,0,unspecified,0,0,1,1,0,2,1,2,3,0.9375
6023,,actual,boarded,indonesia,indonesia,850,"samarinda_anchorage,_indonesia",21,9,2013,0.2733,117.695,1,imb,usolie,liberia,450,2,anchored,10,1,knives_and_steel_bars,1,1,1,1,0,2,1,2,4,0.104166667
6024,,actual,boarded,indonesia,indonesia,850,singapore_straits,22,9,2013,1.2,103.6,1,imb,budget_17_and_budget_27,malaysia,820,1,steaming,6,0,unspecified,0,0,1,1,0,1,1,2,1,0.3125
6025,,actual,boarded,malaysia,malaysia,820,"around_22nm_ene_of_pulau_tenggul,_malaysia",23,9,2013,4.866667,104.083333,1,imb,jm_damai,malaysia,820,1,steaming,8,1,handgun_and_knives,1,1,1,1,0,1,1,2,3,0.885416667
6026,,actual,boarded,indonesia,indonesia,850,"nipah_anchorage,_indonesia",23,9,2013,1.116667,103.616667,1,imb,armada_ali,marshall_islands,983,8,anchored,3,1,"bolts,_nuts_and_knives",1,1,0,1,0,2,1,2,4,0.104166667
6027,,actual,boarded,indonesia,indonesia,850,"samarinda_anchorage,_indonesia",26,9,2013,0.5265,117.15,2,imb,rosalia_d'amato,italy,325,2,anchored,8,1,knives,0,0,1,1,0,2,1,2,4,0.083333333
6028,,actual,boarded,indonesia,indonesia,850,"belawan_anchorage,_indonesia",27,9,2013,3.966667,98.75,1,imb,fairchem_maverick,panama,95,3,anchored,5,0,unspecified,0,0,0,1,0,2,1,2,2,0.611111111
6029,,actual,boarded,indonesia,indonesia,850,"batam_anchorage,_indonesia",1,10,2013,1.1245,104.052,2,imb,belsize_park,united_kingdom,200,3,anchored,4,1,knives,1,1,0,1,0,2,1,2,4,0.163194444
6030,,actual,boarded,nigeria,nigeria,475,"bonny_outer_anchorage,_nigeria",3,10,2013,4.2,6.933333,1,imb,malpensa,malta,338,3,anchored,6,1,unspecified,1,1,0,1,0,2,1,2,1,0.322916667
6031,,actual,boarded,indonesia,indonesia,850,"santan_anchorage,_indonesia",5,10,2013,0.1,117.533333,1,imb,hs_carmen,liberia,450,8,anchored,4,1,long_knives,1,1,1,0,0,2,1,2,4,0.033333333
6032,,attempted,,indonesia,indonesia,850,"nipah_anchorage,_indonesia",6,10,2013,1.1,103.6,2,imb,nara,liberia,450,8,anchored,unspecified,0,unspecified,0,0,0,1,0,2,0,-99,4,0.1125
6033,,actual,boarded,indonesia,indonesia,850,"nipah_anchorage,_indonesia",6,10,2013,1.133333,103.583333,1,imb,armada_ali,marshall_islands,983,8,anchored,6,0,unspecified,0,0,1,1,0,2,1,2,4,0.173611111
6034,,actual,boarded,indonesia,indonesia,850,"karimun_transhipment_anchorage,_indonesia",7,10,2013,0.976667,103.426667,2,imb,sks_donggang,bahamas,31,8,anchored,4,1,knives,0,0,1,1,0,2,1,2,4,0.154166667
6035,,actual,boarded,indonesia,indonesia,850,"karimun_transhipment_anchorage,_indonesia",7,10,2013,1.083333,103.466667,1,imb,pioneer_express,panama,95,8,anchored,5,0,unspecified,0,0,1,1,0,2,1,2,4,0.15625
6036,,actual,hijacked,malaysia,malaysia,820,"off_pulau_aur,_malaysia",10,10,2013,2.266667,104.8,1,imb,danai_4,thailand,800,8,steaming,9,1,guns,1,1,1,1,0,1,1,1,4,0.229166667
6037,,actual,boarded,indonesia,indonesia,850,"muara_berau_anchorage,_indonesia",10,10,2013,0.255,117.688333,1,imb,port_hainan,hong_kong,710,2,anchored,5,1,knives,1,1,1,1,0,2,1,2,4,0.135416667
6038,,attempted,,internationa_waters_(indian_ocean),somalia,520,"around_230nm_east_of_hobyo,_somalia",11,10,2013,4.65,52.316667,1,imb,island_splendor,hong_kong,710,8,steaming,unspecified,1,unspecified,1,1,0,1,0,1,0,-99,1,0.388888889
6039,,actual,boarded,indonesia,indonesia,850,"kjakarta_tanker_anchorage,_indonesia",12,10,2013,6.015,106.891667,1,imb,nord_nightingale,denmark,390,3,anchored,3,0,unspecified,0,0,0,1,0,2,1,2,3,0.833333333
6040,,actual,boarded,indonesia,indonesia,850,singapore_straits,13,10,2013,1.233333,104.05,1,imb,magna_satu_and_lingco_1813,malaysia,820,1,steaming,unspecified,1,knives,0,0,1,1,0,1,1,2,4,0.03125
6041,,actual,boarded,french_southern_&_antarctic_lands,french_southern_&_antarctic_lands,220,"berth_no._5,_beira_port,_mozambique",15,10,2013,19.8167,38.833333,1,imb,kota_nabil,singapore,830,4,berthed,3,1,knives,0,0,1,1,0,3,1,2,3,0.868055556
6044,,actual,boarded,guyana,guyana,110,"georgetown,_guyana",19,10,2013,6.813333,-58.17,1,imb,kinatsi,philippines,840,2,anchored,4,1,knives,1,1,1,1,0,2,1,2,4,0.125
6042,,actual,boarded,indonesia,indonesia,850,"muara_berau_anchorage,_indonesia",19,10,2013,0.2333,117.55,1,imb,mika_manx,isle_of_man,200,2,anchored,6,1,long_knives,1,1,1,1,0,2,1,2,4,0.177083333
6043,,actual,boarded,indonesia,indonesia,850,"around_11nm_north_of_tanjung_berakit,_pulau_bintan,_indonesia",19,10,2013,1.416667,104.575,1,imb,high_presence,liberia,450,8,anchored,3,0,unspecified,0,0,0,1,0,2,1,2,4,0.145833333
6045,,actual,boarded,india,india,750,"visakhapatnam_anchorage,_india",20,10,2013,17.601667,88.436667,1,imb,shanghai,liberia,450,8,anchored,3,0,unspecified,0,0,1,1,0,2,1,2,1,0.270833333
6046,,actual,boarded,indonesia,indonesia,850,"about_12nm_ne_of_bintan_island,_indonesia",21,10,2013,1.366667,104.7,1,imb,svitzer_kallang,singapore,830,1,anchored,6,1,unspecified,0,0,1,1,0,2,1,2,4,0.125
6050,,actual,boarded,dominican_republic,dominican_republic,42,"rio_haina_refidomsa,_dominican_republic",22,10,2013,18.401667,-70.023333,1,imb,fortunato,singapore,830,7,berthed,2,0,unspecified,0,0,1,1,0,3,1,2,4,0.166666667
6048,,actual,boarded,india,india,750,"kandla_anchorage,_india",22,10,2013,22.83,70.105,1,imb,senna_3,thailand,800,7,anchored,7,1,knives,1,1,1,1,0,2,1,2,3,0.927083333
6047,,actual,boarded,indonesia,indonesia,850,"belawan_anchorage,_indonesia",22,10,2013,3.783333,98.766667,1,imb,malhari,india,750,3,anchored,unspecified,0,unspecified,0,0,1,1,0,2,1,2,4,0.201388889
6049,,actual,boarded,indonesia,indonesia,850,"dumai_inner_anchorage,_indonesia",22,10,2013,1.713333,101.44,1,imb,stolt_gulf_mishref,cayman_islands,200,3,anchored,4,1,long_knives,0,0,1,1,0,2,1,2,4,0.145833333
6051,,actual,boarded,indonesia,indonesia,850,"gresik_anchorage,_indonesia",23,10,2013,7.0833,112.65,1,imb,name_withheld,denmark,390,3,anchored,2,0,unspecified,0,0,0,1,0,2,1,2,4,0.017361111
6052,,attempted,,malaysia,malaysia,820,"off_kuantan_port,_malaysia",26,10,2013,3.666667,103.916667,1,imb,danai_5,thailand,800,8,steaming,unspecified,0,unspecified,0,0,0,1,0,1,0,-99,3,0.854166667
6053,,actual,boarded,indonesia,indonesia,850,"belawan_outer_anchorage,_indonesia",27,10,2013,3.933333,98.75,1,imb,princes_park,liberia,450,3,anchored,2,0,unspecified,0,0,1,1,0,2,1,2,2,0.59375
6054,,actual,boarded,bangladesh,bangladesh,771,"chittagong_outer_roads,_bangladesh",28,10,2013,21.748333,91.636667,1,imb,hansa_castella,liberia,450,4,anchored,5,0,unspecified,0,0,1,1,0,2,1,2,3,0.958333333
6056,,actual,boarded,india,india,750,"kandla_anchorage,_india",30,10,2013,22.816667,70.083333,1,imb,chembulk_jakarta,panama,95,3,anchored,5,0,unspecified,0,0,1,1,0,2,1,2,4,0.15625
6055,,actual,boarded,malaysia,malaysia,820,"horsburgh_light_house,_singapore_straits",30,10,2013,1.353333,104.405,1,imb,name_withheld,singapore,830,10,steaming,5,1,guns_and_long_knives,1,1,1,1,0,1,1,2,4,0.15625
6057,,actual,boarded,india,india,750,"sagar_anchorage,_india",2,11,2013,21.666667,88.016667,1,imb,jindal_tara,india,750,4,anchored,15,1,unspecified,0,0,1,1,0,2,1,2,4,0.145833333
6058,,actual,boarded,indonesia,indonesia,850,"belawan_anchorage,_indonesia",4,11,2013,3.9,98.766667,1,imb,lady_gloria,marshall_islands,983,3,anchored,2,0,unspecified,0,0,1,1,0,2,1,2,2,0.520833333
6059,,attempted,,internationa_waters_(indian_ocean),seychelles,591,"about_450nm_ese_off_mombasa,_kenya._off_somalia",6,11,2013,-5.6667,46.983333,1,imb,zhongji_no._1,hong_kong,710,8,steaming,5,1,unspecified,1,1,0,1,0,1,0,-99,4,0.145833333
6060,,actual,hijacked,malaysia,malaysia,820,"around_7.3nm_west_of_pulau_kukup,_malaysia",7,11,2013,1.333333,103.3,1,imb,gpt_21,panama,95,3,steaming,10,1,guns_and_knives,1,1,1,1,0,1,1,1,4,0.145833333
6062,,actual,boarded,vietnam,vietnam,816,"gas-pvs_phuc_thai_jetty,_go_dau,_vietnam",8,11,2013,10.6545,107.0185,1,imb,diamond_coral,panama,95,7,berthed,3,1,guns_and_knives,0,0,1,1,0,3,1,2,4,0.118055556
6061,,actual,boarded,indonesia,indonesia,850,"adang_bay_anchorage,_indonesia",8,11,2013,-1.7167,116.633333,1,imb,kittiwake,marshall_islands,983,2,anchored,6,1,knives,0,0,1,1,0,2,1,2,4,0.100694444
6063,,attempted,,seychelles,seychelles,591,around_277nm_nnw_of_madagascar._off_somalia,9,11,2013,-7.33,48.611667,1,imb,torm_kansas,denmark,390,3,steaming,5,1,rifles,1,1,0,1,0,1,0,-99,2,0.583333333
6064,,actual,boarded,indonesia,indonesia,850,"taboneo_anchorage,_indonesia",9,11,2013,-3.6667,114.433333,1,imb,an_ho,panama,95,2,anchored,unspecified,0,unspecified,0,0,1,1,0,2,1,2,4,0.118055556
6065,,actual,boarded,indonesia,indonesia,850,"around_11nm_north_of_tanjung_berakit,_pulau_bintan,_indonesia",14,11,2013,1.383333,104.7,1,imb,marine_express,panama,95,8,anchored,7,0,unspecified,0,0,1,1,0,2,1,2,4,0.15625
6066,,actual,boarded,indonesia,indonesia,850,"belawan_anchorage,_indonesia",16,11,2013,3.9,98.766667,1,imb,marex_express,singapore,830,8,anchored,1,0,unspecified,0,0,1,1,0,2,1,2,2,0.541666667
6067,,actual,boarded,sierra_leone,sierra_leone,451,"freetown_inner_anchorage,_sierra_leone",19,11,2013,8.5,-13.183333,1,imb,bremen_trader,malta,338,3,anchored,5,1,knives,0,0,1,1,0,2,1,2,4,0.144444444
6068,,actual,boarded,india,india,750,"sikka_crude_oil_anchorage,_india",21,11,2013,22.633333,69.883333,1,imb,tokio,panama,95,8,anchored,unspecified,0,unspecified,0,0,1,1,0,2,1,2,4,0.125
6069,,actual,boarded,india,india,750,"sikka_crude_oil_anchorage,_india",21,11,2013,22.65,70.916667,1,imb,g_whale,liberia,450,8,anchored,8,1,knives,0,0,1,1,0,2,1,2,4,0.111111111
6070,,actual,boarded,indonesia,indonesia,850,"dumai_port,_indonesia",22,11,2013,1.676667,101.45,2,imb,chembulk_kings_point,panama,95,8,berthed,unspecified,0,unspecified,0,0,1,1,0,3,1,2,4,0.1875
6071,,actual,boarded,indonesia,indonesia,850,"belawan_anchorage,_indonesia",23,11,2013,3.9195,98.750667,1,imb,name_withheld,marshall_islands,983,2,anchored,1,0,unspecified,0,0,1,1,0,2,1,2,2,0.513888889
6072,,actual,boarded,indonesia,indonesia,850,"tg._priok_anchorage,_indonesia",23,11,2013,-5.9833,106.916667,1,imb,pine_2,panama,95,6,anchored,3,1,knives,1,1,1,1,0,2,1,2,4,0.145833333
6073,,actual,boarded,congo,congo,484,"pointe_noire_anchorage,_the_congo",24,11,2013,-4.76,11.831667,1,imb,jaya_concordia,malaysia,820,1,anchored,1,0,unspecified,0,0,1,1,0,2,1,2,4,0.125
6074,,attempted,,indonesia,indonesia,850,"dumai_anchorage,_indonesia",24,11,2013,1.7,101.483333,1,imb,cartagena,libya,620,3,anchored,unspecified,0,unspecified,0,0,0,1,0,2,0,-99,4,0.125
6075,,actual,boarded,kenya,kenya,501,"berth_no._17,_kilindini_container_terminal,_mombasa_port,_kenya",25,11,2013,-4.0667,39.666667,2,imb,welle,cyprus,352,4,berthed,unspecified,0,unspecified,0,0,1,1,0,3,1,2,4,0.083333333
6076,,actual,boarded,indonesia,indonesia,850,"nipah_anchorage,_indonesia",27,11,2013,1.1,103.633333,1,imb,amber_sun,liberia,450,8,anchored,3,1,knives,0,0,0,1,0,2,1,2,4,0.193055556
6077,,actual,boarded,indonesia,indonesia,850,"around_13nm_ne_of_tanjung_berakit,_pulau_bintan,_indonesia",27,11,2013,1.416667,104.7,1,imb,clipper_helen,norway,385,7,anchored,unspecified,0,unspecified,0,0,0,1,0,2,1,2,4,0.173611111
6078,,attempted,,indonesia,indonesia,850,"nipah_anchorage,_indonesia",29,11,2013,1.1,103.6,1,imb,oceanis,greece,350,8,anchored,5,1,long_knives,0,0,0,1,0,2,0,-99,4,0.173611111
6079,,actual,boarded,indonesia,indonesia,850,"nipah_anchorage,_indonesia",1,12,2013,1.1,103.583333,1,imb,amber_sun,liberia,450,8,anchored,1,1,knife,0,0,0,1,0,2,1,2,4,0.229166667
6080,,actual,boarded,vietnam,vietnam,816,"off_norway_island,_haiphong,_vietnam",2,12,2013,20.583333,107.083333,1,imb,sanuki,singapore,830,4,steaming,unspecified,0,unspecified,0,0,1,1,0,1,1,2,4,0.0625
6081,,actual,boarded,india,india,750,"kandla_anchorage,_india",4,12,2013,22.783333,70.083333,1,imb,thurgau,switzerland,225,2,anchored,3,0,unspecified,0,0,1,1,0,2,1,2,3,0.829861111
6082,,attempted,,indonesia,indonesia,850,"taboneo_anchorage,_indonesia",5,12,2013,-3.7167,114.416667,1,imb,eilhard_schilte,liberia,450,2,anchored,1,0,unspecified,0,0,0,1,0,2,0,-99,3,0.875
6083,,actual,boarded,indonesia,indonesia,850,"nipah_anchorage,_indonesia",7,12,2013,1.1167,103.583333,1,imb,trident_star,singapore,830,8,anchored,4,1,knives,0,0,0,1,0,2,1,2,4,0.229166667
6084,,attempted,,yemen,yemen,679,gulf_of_aden,9,12,2013,12.8333,47.816667,1,imb,gulf_pearl,bahamas,31,8,steaming,5,1,guns,1,1,0,1,0,1,0,-99,4,0.145833333
6085,,attempted,,yemen,yemen,679,gulf_of_aden,9,12,2013,12.875,47.873333,1,imb,golden_ice,hong_kong,710,2,steaming,5,1,guns,1,1,0,1,0,1,0,-99,4,0.158333333
6086,,actual,boarded,indonesia,indonesia,850,"off_pulai_bintan,_indonesia",10,12,2013,1.42,104.691667,1,imb,baizo,panama,95,8,anchored,5,0,unspecified,0,0,1,1,0,2,1,2,4,0.055555556
6087,,actual,boarded,indonesia,indonesia,850,"nipah_anchorage,_indonesia",12,12,2013,1.1,103.616667,1,imb,sunrise,comoros,581,8,anchored,3,0,unspecified,0,0,0,1,0,2,1,2,4,0.25
6088,,actual,boarded,nigeria,nigeria,475,off_nigeria,16,12,2013,4.0699,4.7561,5,imb,name_withheld,,0,3,steaming,unspecified,1,unspecified,1,1,1,1,0,1,1,2,-99,
6089,,actual,boarded,indonesia,indonesia,850,"santan_anchorage,_indonesia",16,12,2013,-0.1,117.566667,1,imb,mare_nostrum,italy,325,8,anchored,1,0,unspecified,0,0,0,1,0,2,1,2,3,0.833333333
6090,,actual,boarded,indonesia,indonesia,850,"belawan_port,_indonesia",18,12,2013,3.791667,98.71,1,imb,raina,singapore,830,8,berthed,unspecified,0,unspecified,0,0,1,1,0,3,1,2,3,0.864583333
6091,,actual,boarded,indonesia,indonesia,850,"muara_berau_anchorage,_indonesia",18,12,2013,-0.26,117.588333,1,imb,glovis_maria,bahamas,31,2,anchored,3,0,unspecified,0,0,1,1,0,2,1,2,4,0.069444444
6092,,actual,boarded,indonesia,indonesia,850,singapore_straits,18,12,2013,1.25,104.116667,1,imb,svitzer_foxtrot,singapore,830,1,steaming,unspecified,0,unspecified,0,0,1,1,0,1,1,2,4,0.173611111
6094,,attempted,,morocco,morocco,600,"safi_port,_morocco",19,12,2013,32.311667,-9.248333,1,imb,ionic_huntress,marshall_islands,983,2,berthed,2,0,unspecified,0,0,0,1,0,3,0,-99,4,0.208333333
6095,,attempted,,malaysia,malaysia,820,malaysia,19,12,2013,1.316667,104.266667,1,imb,prime_serene,vietnam,816,3,anchored,unspecified,0,unspecified,0,0,0,1,0,2,0,-99,4,0.166666667
6093,,actual,boarded,indonesia,indonesia,850,"9nm_of_belawan_port,_indonesia",19,12,2013,3.913333,98.798333,1,imb,concord,marshall_islands,983,3,anchored,unspecified,0,unspecified,0,0,1,1,0,2,1,2,1,0.354166667
