Incident Reference,Incident Type,Incident Action,Territorial Water Status,Closest Coastal State,Closest State COW Code,IMO?,Location Description,Day,Month,Year,Hour (24-Hr Format),Latitude GPS,Latitude Direction,Lat Degrees,Lat Minutes,Lat Decimal Degrees,Longitude GPS,Longitude Direction,Long Degrees,Long Minutes,Long Decimal Degrees,Location Precision,Geolocation Source,Vessel Name,Flag,Flag COW Code,Vessel Type,Steaming or Stationary,Number of Assailants,Armed,Weaponry,Violence,Violence Dummy,Type of Stolen Goods,Port Response Received,Ransom Paid,Steaming Recode,Incident_type_recode,Incident_action_recode,Time_Day,Converted Time
4100,Actual,Boarded,Vietnam,Vietnam,816,,"Go Dau Port, Vietnam (Located coordinates)",25,7,2008,21:30,10:39.0,North,10.0000,39.0000,10.6500,107:01.0,East,107.0000,1.0000,107.0167,2,IMB,CSL Sams,Barbados,53,2,Berthed,2,1,Long Knives,3,1,0,1,0,3,1,2,3,9:30:00 PM
5288,Actual,Boarded,Costa Rica,Costa Rica,94,,"Puerto Limon Anchorage, Costa Rica",2,5,2011,1:40,09:58.6,North,9.0000,58.6000,9.9767,083:01,West,83.0000,1.0000,-83.0167,1,IMB,Shamrock,Barbados,53,6,Anchored,10,0,Unspecified,1,1,1,1,0,2,1,2,4,1:40:00 AM
5425,Actual,Boarded,Haiti,Haiti,41,,"Port Au Prince Anchorage, Haiti",16,8,2011,2:40,18:33.1,North,18.0000,33.1000,18.5517,072:27.6,West,72.0000,27.6000,-72.4600,1,IMB,Shamrock,Barbados,53,6,Anchored,4,0,Unspecified,0,0,1,1,0,2,1,2,4,2:40:00 AM
4059,Actual,Boarded,Nigeria,Nigeria,475,,"Offshore Lagos, Nigeria",27,5,2008,5:45,6:25.0000,North,6.0000,25.0000,6.4167,3:25.0000,East, 3.0000 ,25.0000,3.4167,4,IMB,Leone,Barbados,53,8,Anchored,4,1,Knives,3,1,0,1,0,2,1,2,4,5:45:00 AM
5917,Actual,Boarded,Colombia,Colombia,100,1,"Cartagena Inner Anchorage, Colombia",16,4,2013,5:00,10:22,North,10.0000,22.0000,10.3667,075:33,West,75.0000,33.0000,-75.5500,1,IMB,Shamrock,Barbados,53,10,Anchored,Unspecified,0,Unspecified,0,0,1,1,0,2,1,2,4,5:00:00 AM
1458,Attempted,,Yemen,Yemen,679,,Southern Red Sea,15,7,2000,,13:38.0,North,13,38.00,13.6333333,42:56.0,East,42,56.00,42.9333,1,IMB,Bold Endurance,Barbados,651,6,Steaming,Unspecified,0,Unspecified,0,0,None,1,0,1,0,-99,-99,
5117,Actual,Boarded,Nigeria,Nigeria,475,,"7NM SE of Lagos Fairway Buoy, Nigeria",9,1,2011,20:10,06:16,North,6.0000,16.0000,6.2667,003:23,East,3.0000,23.0000,3.3833,1,IMB,Chassiron,Belgium,211,3,Anchored,12 to 25,1,Unspecified,1,1,1,1,0,2,1,2,3,8:10:00 PM
4391,Actual,Hijacked,Seychelles,Seychelles,591,,Off Southern Somalia,18,4,2009,3:27,02:45,South,2.0000,45.0000,-2.7500,056:48,East,56.0000,48.0000,56.8000,1,IMB,Pompei,Belgium,211,6,Steaming,Unspecified,1,Automatic weapons and RPG,1,1,0,1,1,1,1,1,4,3:27:00 AM
9,,,China,China,710,,East China Sea,26,1,1993,16:45,01.20.83,North,29,0,29,005.14.58,East,123,30,123.5000,1,IMB,Mt Petrobulk Panther,Belgium,211,8,Unspecified,,,,,,,,,-99,-99,-99,2,4:45:00 PM
53,,,Nigeria,Nigeria,475,,"16 miles South of Lagos, Nigeria",17,5,1993,4:00,00.26.88,North,6,27,6.45,3:22.60,East,3,22.6,3.3767,3,IMB,Mt Petrobulk Panther,Belgium,211,8,Unspecified,,,,,,,,,-99,-99,-99,4,4:00:00 AM
2870,Actual,Boarding,Venezuela,Venezuela,101,,"Puerto Santo Bay, Sucre Port, Venezuela",,,2003,,10:26.59,North,10,26.59,10.4431667,64:10.59,West,64,10.59,-64.1765,2,IMB,Ten-Shun,Belgium,211,9,Anchored,6,0,Unspecified,,0,1,1,0,2,1,2,-99,
5199,Actual,Boarded,Internationa Waters (Arabian Sea),India,750,,"550NM East of Socotra, Yemen. Off Somalia",2,3,2011,7:50,12:11.8,North,12.0000,11.8000,12.1967,063:58.4,East,64.0000,58.4000,64.9733,1,IMB,Capricorn,Belgium,211,9,Steaming,6,1,Unspecified,1,1,0,1,0,1,1,2,1,7:50:00 AM
779,Actual,Hijacked,Somalia,Somalia,520,,Somalia ,31,1,1998,,,,,,4.9115,,,,,48.4136,5,IMB,Alfa BG,Belize,80,-99,Steaming,20,1,Unspecified,4,1,Unspecified,1,Unclear,1,1,1,-99,
4163,Actual,Hijacked,Internationa Waters (Indian Ocean),Somalia,520,,East Coast of Somalia,25,9,2008,13:10,2:10.0,North,2.0000,10.0000,2.1667,50:40.0,East,50.0000,40.0000,50.6667,1,IMB,Faina,Belize,80,-99,Steaming,Unspecified,1,Unspecified,5,1,0,1,0,1,1,1,2,1:10:00 PM
4956,Actual,Boarded,Nigeria,Nigeria,475,,"Outer Bonny River, Port Harcourt, Nigeria",1,10,2010,1:00,4:3.45,North,4.0000,3.4500,4.0575,6:48.07,East,6.0000,48.0700,6.8012,1,IMB,Eckhardt,Belize,80,-99,Anchored,Unspecified,1,Unspecified,4,1,0,1,0,2,1,2,4,1:00:00 AM
1190,Actual,Boarding,Bangladesh,Bangladesh,771,,"Chittagong, Bangladesh",30,10,1999,,00.92.57,North,22,13,22.2166667,91:47.59,East,91,47.59,91.7932,2,IMB,Dea Champion,Belize,80,1,Anchored,Unspecified,0,Unspecified,,0,1,1,0,2,1,2,-99,
3969,Actual,Boarded,India,India,750,,"Kakinada Roads, India",16,1,2008,13:45,16:58.17,North,16.0000,58.1700,16.9695,82:24.26,East,82.0000,24.2600,82.4043,1,IMB,Gondwana,Belize,80,1,Steaming,Unspecified,0,None,2,1,0,1,0,1,1,2,2,1:45:00 PM
4632,Actual,Boarding,Bangladesh,Bangladesh,771,,"Chittagong Anchorage 'B', Bangladesh",5,12,2009,18:00,22:12.6,North,22.0000,12.6000,22.2100,091:46.4,East,91.0000,46.4000,91.7733,1,IMB,Tropical Star,Belize,80,1,Anchored,12,1,Metal bars,0,0,1,1,0,2,1,2,2,6:00:00 PM
5101,Actual,Boarded,Malaysia,Malaysia,820,,"Around 4nm S of Tg. Penyusop, Johor, Malaysia",30,12,2010,5:20,1:19.9,North,1.0000,19.9000,1.3317,104:17.6,East,104.0000,17.6000,104.2933,1,IMB,Samho T-8,Belize,80,1,Anchored,6,1,Long knives,4,1,0,1,0,2,1,2,4,5:20:00 AM
2312,Actual,Boarded,Indonesia,Indonesia,850,,"Merak Anchorage, Indonesia",3,9,2002,20:50,5:57.19,South,5.0000,57.1900,-5.9531667,105:59.53,East,105.0000,59.5300,105.9922,2,IMB,Mandat Bersama,Belize,80,3,Anchored,Unspecified,0,Unspecified,0,0,Property,1,0,2,1,2,3,8:50:00 PM
1619,Actual,Hijacked,Singapore,Singapore,830,,"Anchorage between Singapore and Batam Island, Singapore Straits (Measured halfway between ports in the shipping lane. Coastal state could fall under Singapore or Indonesia, but coding for Indonesia)",21,10,2000,,1:11.9,North,1,11.90,1.1983333,103:51.43,East,103,51.43,103.8572,4,IMB,Samtung 001,Belize,80,5,Anchored,8,1,Unspecified,4,1,Unspecified,1,0,2,1,1,-99,
1739,Actual,Hijacked,Somalia,Somalia,520,,"Kisimayu, Somalia",12,1,2001,,0:22.59,South,0,22.59,-0.3765,42:32.59,East,42,32.59,42.5432,4,IMB,Horrizon I and Horrizon II,Belize,80,5,Steaming,Unspecified,1,Guns,,1,0,1,0,1,1,1,-99,
664,Actual,Boarding,United States,United States,2,,"Miami, Florida, USA",13,7,1997,,,,,,25.76666667,,,,,-80.1667,4,IMB,Venderpool Express,Belize,80,6,Steaming,Unspecified,1,Guns,,1,0,1,0,1,1,2,-99,
872,Actual,Hijacked,Indonesia,Indonesia,850,,"Batam, Indonesia",5,8,1998,,01:07.0,North,1.0000,7.0000,1.1166667,104:10,East,104.0000,10.0000,104.1667,2,IMB,Fu Tai,Belize,80,6,Anchored,Unspecified,1,Unspecified,4,1,Unspecified,1,0,2,1,1,-99,
955,Actual,Boarded,Sri Lanka,Sri Lanka,780,,"Mullaitivu, Sri Lanka ",,,1998,,9:16.16,North,9,16.16,9.2711,80:49.20,East,80,49.2,80.8221,2,IMB,Princess Kash,Belize,80,6,Steaming,Unspecified,1,Unspecified,4,1,Unspecified,1,0,1,1,2,-99,
961,Actual,Boarding,Indonesia,Indonesia,850,,"Cigading, Indonesia",4,1,1999,,00.25.07,South,6,1,-6.0166667,004.41.46,East,105,57,105.9500,4,IMB,Santa Bahari,Belize,80,6,Unspecified,Unspecified,1,Unspecified,,0,0,1,0,-99,1,2,-99,
1011,Actual,Boarding,Somalia,Somalia,520,,Somalia,14,3,1999,,08:19.5,North,8,19.5,8.325,050:39.5,East,50,39.5,50.6583,1,IMB,Salwah,Belize,80,6,Steaming,17,1,Machine guns,,1,0,1,0,1,1,2,-99,
1030,Actual,Boarding,Guinea,Guinea,438,,"Conakry, Guinea",4,4,1999,,00.39.65,North,9,31,9.5166667,000.57.15,West,13,43,-13.7167,2,IMB,SAAD III,Belize,80,6,Anchored,25,1,Automatic weapons,,1,1,1,0,2,1,2,-99,
1530,Actual,Boarded,Bangladesh,Bangladesh,771,,"Chittagong Anchorage, Bangladesh",29,8,2000,,22:14.3,North,22,14.30,22.2383333,91:49.6,East,91,49.60,91.8267,2,IMB,Yemaya,Belize,80,6,Anchored,7,0,Unspecified,0,0,Unspecified,1,0,2,1,2,-99,
3382,Actual,Boarding,Madagascar,Madagascar,580,,"Mahajanga Port, Madagascar",13,9,2005,2:00,15:43,South,15.0000,43.0000,-15.7167,46:19.59,East,46.0000,19.5900,46.3265,2,IMB,Orbit,Belize,80,6,Berthed,8,0,Unspecified,0,0,1,1,0,3,1,2,4,2:00:00 AM
1702,Actual,Hijacked,Indonesia,Indonesia,850,,Singapore Straits,12,12,2000,,1:15.15,North,1,15.15,1.2525000,104:7.10,East,104,7.10,104.1183,1,IMB,Western Targa,Belize,80,8,Steaming,12,1,"Guns, Knives",4,1,"Cash, Personal Belongings",1,0,1,1,1,-99,
2029,Actual,Hijacked,Spratly Islands,Spratly Islands,816,,"Enroute to Vietnam, South China Sea",5,12,2001,,,,,,11.7915,,,,,112.3207,4,IMB,Yaulie Island 70,Belize,80,8,Steaming,Unspecified,0,Unspecified,,1,0,1,0,1,1,1,-99,
2427,Actual,Hijacked,Thailand,Thailand,800,,"Off Phuket Island, Thailand (Phucket Island is in Malaysia)",,,2002,,7:45.9,North,7.0000,45.9000,7.7650000,97:42.5,East,97.0000,42.5000,97.7083,1,IMB,Han Wei,Belize,80,8,Steaming,Unspecified,1,"Guns, Knives",4,1,"Gas Oil, Cargo",1,0,1,1,1,-99,
2999,Actual,Boarded,Sierra Leone,Sierra Leone,451,,"Sierra Leone River, Anchorage Area F9, Sierra Leone ",9,5,2004,2:10,8:30.00,North,8,30,8.5,13:13.59,West,13,13.59,-13.2265,2,IMB,Eckhardt,Belize,80,8,Anchored,Unspecified,0,Unspecified,0,0,Stores,0,0,2,1,2,4,2:10:00 AM
2855,Attempted,,Indonesia,Indonesia,850,,Northern Malacca Straits,1,12,2003,16:00,4:49.8,North,4,49.8,4.83,98:33.7,East,98,33.7,98.5617,1,IMB,Sea Panther,Belize,80,10,Steaming,4,1,Guns,,1,0,1,0,1,0,-99,2,4:00:00 PM
2888,Actual,Boarded,Ghana,Ghana,452,,"0.7 miles from breakwater, Tema Port, Ghana (Coded as Tema Port)",22,1,2004,0:30,5:37.55,North,5.0000,37.5500,5.6258333,0:0.42,East,0.0000,0.4200,0.0070,3,IMB,Carmen Reefer,Belize,80,10,Anchored,3,0,Unspecified,0,0,Stores,1,0,2,1,2,4,12:30:00 AM
2350,Actual,Boarded,Indonesia,Indonesia,850,,"Gresik, Indonesia",13,10,2002,4:20,7:08.9,South,7.0000,8.9000,-7.1483333,112:39.8,East,112.0000,39.8000,112.6633,1,IMB,Emma,Belize,80,10,Anchored,3,1,Knives,3,1,Property,1,0,2,1,2,4,4:20:00 AM
4062,Attempted,Fired Upon,Nigeria,Nigeria,475,,Nigeria (Georeferenced in Port Harcourt),31,5,2008,23:23,4:29.6,North,4.0000,29.6000,4.4933,7:11.0,East,7.0000,11.0000,7.1833,1,IMB,Berge Okoloba Toru,Bermuda,-99,-99,Anchored,Unspecified,1,Guns,4,1,0,1,0,2,0,3,3,11:23:00 PM
4099,Actual,Fired Upon,Nigeria,Nigeria,475,,Bonny River,25,7,2008,23:50,4:29.60,North,4.0000,29.6000,4.4933,7:11.0,East,7.0000,11.0000,7.1833,1,IMB,Berge Okoloba Toru,Bermuda,-99,-99,Anchored,Unspecified,1,Unspecified,4,1,0,1,0,2,1,3,3,11:50:00 PM
4717,Actual,Hijacked,Oman,Oman,698,,"20nm E of Khuriya Muriya Islands (150nm NE of Salalah), off Somalia",23,3,2010,13:33,17:28.0,North,17.0000,28.0000,17.4667,56:42.0,East,56.0000,42.0000,56.7000,1,IMB,Talca,Bermuda,-99,-99,Steaming,Unspecified,1,Unspecified,4,1,0,1,1,1,1,1,2,1:33:00 PM
1550,Actual,Boarded,Guyana,Guyana,110,,"Everton Wharf, New Amsterdam, Guyana",12,9,2000,,6:14.16,North,6,14.16,6.2360000,57:31.29,West,57,31.29,-57.5215,2,IMB,Northern Venture,Bermuda,-99,2,Berthed,Unspecified,0,Unspecified,0,0,Stores,1,0,3,1,2,-99,
439,Actual,Boarded,Bangladesh,Bangladesh,771,,"Chittagong, Bangladesh",16,5,1996,4:00,22:14.3,North,22.0000,14.3000,22.2383333,91:49.6,East,91.0000,49.6000,91.8267,2,IMB,British Esk,Bermuda,-99,8,Berthed,Unspecified,0,Unspecified,0,0,Mooring Ropes,1,0,3,1,2,4,4:00:00 AM
881,Attempted,,Indonesia,Indonesia,850,,"Santan, Indonesia",19,8,1998,,0:6.0,South,0.0000,6.0000,-0.1000000,117:31.59,East,117.0000,31.5900,117.5265,2,IMB,British Admiral,Bermuda,-99,8,Anchored,Unspecified,0,Unspecified,0,0,None,1,0,2,0,-99,-99,
914,Actual,Boarded,Philippines,Philippines,840,,"Tabangao Batangas City, Philippines",29,10,1998,,13:44.51,North,13.0000,44.5100,13.7418333,121:0.44,East,121.0000,0.4400,121.0073,2,IMB,British Resolution,Bermuda,-99,8,Anchored,Unspecified,0,Unspecified,0,0,None,1,0,2,1,2,-99,
1560,Attempted,,Vietnam,Vietnam,816,,South China Sea,18,9,2000,,7:04.0,North,7,4.00,7.0666667,108:06.0,East,108,6.00,108.1000,1,IMB,British Skill,Bermuda,-99,8,Steaming,Unspecified,0,Unspecified,0,0,None,1,0,1,0,-99,-99,
1569,Actual,Boarded,Malaysia,Malaysia,820,,Malacca Straits,22,9,2000,,1:51.5,North,1,51.50,1.8583333,102:20.0,East,102,20.00,102.3333,1,IMB,Stena Constellation,Bermuda,-99,8,Steaming,Unspecified,1,"Guns, Knives",4,1,Equipment,1,0,1,1,2,-99,
2093,Attempted,,Jamaica,Jamaica,51,,N of Jamaica,4,2,2002,14:00,18:28.0,North,18.0000,28.0000,18.4666667,76:5.0,West,76.0000,45.0000,-76.7500,1,IMB,Stena Queen,Bermuda,-99,8,Steaming,15,0,None,1,1,None,1,0,1,0,-99,2,2:00:00 PM
2289,Attempted,,Senegal,Senegal,433,,"5.7m SE of Is de Goree, Dakar Anchorage, Senegal (Measured 10km SE of Is de Goree)",14,8,2002,0:50,14:36.11,North,14.0000,36.1100,14.6018333,17:19.54,West,17.0000,19.5400,-17.3257,3,IMB,Stena Convey,Bermuda,-99,8,Anchored,3,0,Unspecified,0,0,None,1,0,2,0,-99,4,12:50:00 AM
3058,Actual,Boarded,Cote d'Ivoire,Cote d'Ivoire,437,,"Abidjan Anchorage, Ivory Coast",27,7,2004,4:40,5:17.59,North,5.0000,17.5900,5.2931667,4:00.0,West,4.0000,0.0000,-4.0000,2,IMB,Stena Victory,Bermuda,-99,8,Anchored,3,1,Knives,3,1,Stores,1,0,2,1,2,4,4:40:00 AM
1451,Actual,Boarded,Bangladesh,Bangladesh,771,,"Chittagong Anchorage, Bangladesh",10,7,2000,,22:14.3,North,22,14.30,22.2383333,91:49.6,East,91,49.60,91.8267,2,IMB,Boxer Capitan Cook,Bermuda,-99,10,Anchored,21,0,Unspecified,2,1,Personal Belongings,1,0,2,1,2,-99,
1620,Actual,Boarded,Bangladesh,Bangladesh,771,,"Chittagong Anchorage, Bangladesh",22,10,2000,,22:14.3,North,22,14.30,22.2383333,91:49.6,East,91,49.60,91.8267,2,IMB,Boxer Captain Cook,Bermuda,-99,10,Anchored,Unspecified,0,Unspecified,0,0,Unspecified,1,0,2,1,2,-99,
2273,Actual,Boarded,India,India,750,,"Chennai Anchorage, Tamil Nadu, India",24,7,2002,0:30,13:6.40,North,13.0000,6.4000,13.1066667,80:18.3,East,80.0000,18.3000,80.3050,2,IMB,Boxer Captain Hook,Bermuda,-99,10,Anchored,6,1,Knives,3,1,Property,1,0,2,1,2,4,12:30:00 AM
92,,,Philippines,Philippines,840,,Hong Kong - Luzon - Hainan,17,10,1993,17:00,18:16.8,North,18,16.8,18.28,120:17.2,East,120,17.2,120.2867,1,IMB,Mt BP Admiral,Bermuda,200,8,Unspecified,,,,,,,,,-99,-99,-99,2,5:00:00 PM
2566,Actual,Boarding,Iran,Iran,630,,"Outer Anchorage, Bandar Bushehr, Iran",23,4,2003,Night hours,28:58.59,North,28,58.59,28.9765,50:49.59,East,50,49.59,50.8265,2,IMB,Talca,Bermuda,200,10,Anchored,Unspecified,0,Unspecified,,0,1,1,0,2,1,2,3,Night hours
2840,Attempted,,South Africa,South Africa,560,,"Port Shepstone, East Coast of South Africa",19,11,2003,12:00,01.29.03,South,30,58,-30.9666667,001.26.53,East,32,22,32.3667,1,IMB,Linares,Bermuda,200,10,Steaming,6,0,Unspecified,,0,0,1,0,1,0,-99,1,12:00:00 PM
6270,Actual,Boarded,Indonesia,Indonesia,850,1,"Around 16nm NE of Tg. Beerakit, Bintan Island, Indonesia",25,9,2014,5:45,1.24.32,North,1.0000,24.3200,1.4053,104.40.54,East,104.0000,40.5400,104.6757,1,IMB,Stena Superior,Bermuda (United Kingdom),200,8,Anchored,3,0,,0,0,None,1,0,2,1,2,4,5:45
5644,Actual,Hijacked,Maldives,Maldives,781,,"(Around 200 nm SW of Minicoy Island, India) Off Somalia",26,3,2012,3:30,7:00,North,7.0000,0.0000,7.0000,69:45,East,69.0000,45.0000,69.7500,1,IMB,Eglantine,Bolivia,145,2,Steaming,12,1,Unspecified,5,1,0,1,0,1,1,1,4,3:30:00 AM
2528,Actual,Boarding,Haiti,Haiti,41,,"Pier Recodo Oriental , Rio Haina, Dominican Republic",27,3,2003,7:10,00.76.74,North,18,25,18.4166667,002.91.67,West,70,0,-70.0000,2,IMB,Chadi I,Bolivia,145,6,Berthed,3,1,Knives,,0,1,1,0,3,1,2,1,7:10:00 AM
1989,Actual,Boarding,Sierra Leone,Sierra Leone,451,,"Off Cape Sierra Point, Sierra Leone river, Freetown, Sierra Leone",11,10,2001,1:20,00.35.42,North,8,30,8.5,13:13.59,West,13,13.59,-13.2265,2,IMB,Cape Georjean,Bolivia,145,8,Anchored,Unspecified,1,Automatic weapons,,1,0,1,0,2,1,2,4,1:20:00 AM
384,Actual,Boarded,Indonesia,Indonesia,850,,"Yangon, Burma",29,1,1996,,6:45.57,North,6.0000,45.5700,6.7595000,96:10.12,East,96.0000,10.1200,96.1687,2,IMB,Lily,Brazil,140,2,Anchored,6,0,Unspecified,0,0,Mooring Ropes,1,0,2,1,2,-99,
936,Actual,Boarded,Indonesia,Indonesia,850,,"Tanjung Bara, Indonesia",19,12,1998,,0:32.20,North,0.0000,32.2000,0.5366667,117:38.42,East,117.0000,32.4800,117.5413,2,IMB,Docerio,Brazil,140,2,Anchored,Unspecified,0,Unspecified,0,0,Life Raft,1,0,2,1,2,-99,
2970,,,China,China,710,,"Fang Cheng Roads, China",14,4,2004,15:30,21:28.10,North,21.0000,28.1000,21.4683333,108:20.10,East,108.0000,20.1000,108.3350,1,IMB,Norsul Vitoria,Brazil,140,2,Anchored,Unspecified,0,Unspecified,0,0,Stores,1,0,2,-99,-99,2,3:30:00 PM
3291,Actual,Boarding,Bangladesh,Bangladesh,771,,"Chittagong 'A' Anchorage, Bangladesh",4,6,2005,3:45,22:13,North,22.0000,13.0000,22.2167,91:47.59,East,91.0000,47.5900,91.7932,2,IMB,Rickbank,Brazil,140,2,Anchored,3,0,Unspecified,0,0,1,1,0,2,1,2,4,3:45:00 AM
3799,Actual,Boarded,Bangladesh,Bangladesh,771,,"Chittagong 'A' Anchorage, Bangladesh",17,5,2007,0:36,22:13,North,22.0000,13.0000,22.2167,91:47.59,East,91.0000,47.5900,91.7932,2,IMB,Mugat,Brazil,140,2,Anchored,3,0,Unspecified,0,0,1,1,0,2,1,2,4,12:36:00 AM
424,Attempted,,Thailand,Thailand,800,,"Bangkok Bar, Thailand",21,4,1996,3:00,13:41.45,North,13.0000,41.4500,13.6908333,100:35.9,East,100.0000,35.9000,100.5983,2,IMB,Chuy,Brazil,140,3,Anchored,Unspecified,0,Unspecified,0,0,None,1,0,2,0,-99,4,3:00:00 AM
1074,Actual,Boarding,Indonesia,Indonesia,850,,"Belawan, Indonesia",28,5,1999,,03:56.2,North,3,56.2,3.9366667,98:46.8,East,98,46.8,98.7800,1,IMB,Quixada,Brazil,140,3,Anchored,Unspecified,0,Unspecified,,0,0,1,0,2,1,2,-99,
91,,,Brazil,Brazil,140,,"Outer Road, Santos, Brazil",8,10,1993,23:30,24:08.9,South,24,8.9,-24.1483333,46:19.8,West,46,19.8,-46.3300,4,IMB,Mv Betelgeuse,Brazil,140,4,Unspecified,,,,,,,,,-99,-99,-99,3,11:30:00 PM
891,Actual,Boarded,Ecuador,Ecuador,130,,"Guayaquil, Ecuador",9,9,1998,,2:31.2,South,2.0000,31.2000,-2.5200000,80:05.2,West,80.0000,5.2000,-80.0867,2,IMB,Maersk Lima,Brazil,140,4,Anchored,Unspecified,0,Unspecified,0,0,Cargo,1,0,2,1,2,-99,
3004,Actual,Boarded,Brazil,Brazil,140,,"Ilhas Das Palmas (Guaruja), Santos, Brazil",16,5,2004,Unspecified,24:05.0,South,24.0000,5.0000,-24.0833333,46:19.0,West,46.0000,19.0000,-46.3167,1,IMB,NA,Brazil,140,5,Anchored,3,0,Unspecified,0,0,"Equipment, Stores, Property",1,0,2,1,2,-99,
620,Actual,Boarding,Brazil,Brazil,140,,"Santos, Brazil",11,5,1997,,23:58.57,South,23,58.57,-23.9761667,46:17.23,West,46,17.23,-46.2872,4,IMB,Jummegas,Brazil,140,7,Unspecified,3,1,Unspecified,,0,1,1,0,-99,1,2,-99,
1482,Attempted,,Brazil,Brazil,140,,"Fazendinha, Amapa, Amazon River, Brazil",31,7,2000,,00:3.7,North,0,3.70,0.0616667,51:05.4,West,51,5.40,-51.0900,1,IMB,Itajuba,Brazil,140,8,Anchored,4,0,Unspecified,0,0,None,1,0,2,0,-99,-99,
4291,Actual,Boarding,Brazil,Brazil,140,,"Off Itaparica Marina, Brazil",8,2,2009,early hours,12:53.18,South,12.0000,53.1800,-12.8863,038:40.43,West,38.0000,40.4300,-38.6738,1,IMB,Pico Alto,Brazil,140,10,Anchored,2,1,Guns,1,1,0,1,0,2,1,2,4,early hours
770,Actual,Boarded,Brazil,Brazil,140,,"Santos, Brazil",9,1,1998,,23:58.8,South,23.0000,58.8000,-24.6370000,46:18.3,West,46.0000,18.3000,-46.3050,2,IMB,Isomeria,Britain,200,7,Anchored,Unspecified,1,Guns,5,1,Unspecified,1,0,2,1,2,-99,
3278,Actual,Boarding,Venezuela,Venezuela,101,,"Caranero, Venezuela",13,5,2005,2:00,10:32.12,North,10.0000,32.1200,10.5353,66:06.35,West,66.0000,6.3500,-66.1058,2,IMB,Madam,British Virgin Islands,300,10,Anchored,2,1,Knives,1,1,1,0,0,2,1,2,4,2:00:00 AM
4804,Actual,Hijacked,Yemen,Yemen,679,,Gulf of Aden,11,5,2010,15:36,12:31.0,North,12.0000,31.0000,12.5167,47:08.0,East,47.0000,8.0000,47.1333,1,IMB,Panega,Bulgaria,355,3,Steaming,Unspecified,1,Unknown,4,1,0,1,1,1,1,1,2,3:36:00 PM
1448,Actual,Boarded,Bangladesh,Bangladesh,771,,"Chittagong Roads, Bangladesh",6,7,2000,,22:14.3,North,22,14.30,22.2383333,91:49.6,East,91,49.60,91.8267,2,IMB,Kapitan Petko Voivoda,Bulgaria,355,6,Anchored,4,0,Unspecified,0,0,Stores,1,0,2,1,2,-99,
2018,Actual,Boarding,Bangladesh,Bangladesh,771,,"Mongla, Bangladesh",22,11,2001,13:00,22:26.2,North,22,26.2,22.4366667,89:35.8,East,89,35.8,89.5967,1,IMB,Ivan Zagubanski,Bulgaria,355,6,Anchored,Unspecified,1,Knives,,0,1,1,0,2,1,2,2,1:00:00 PM
3370,Actual,Boarding,Bangladesh,Bangladesh,771,,"Chittagong Anchorage, Bangladesh",25,8,2005,1:00,22:13,North,22.0000,13.0000,22.2167,91:47.59,East,91.0000,47.5900,91.7932,2,IMB,GPS Pioneer,Cambodia,811,1,Anchored,7,1,Knives and jungle bolos,0,0,1,1,0,2,1,2,4,1:00:00 AM
1723,Attempted,,Malaysia,Malaysia,820,,Singapore Straits,29,12,2000,,1:18.6,North,1,18.60,1.3100000,104:16.3,East,104,16.30,104.2717,1,IMB,Galaxy,Cambodia,811,2,Steaming,Unspecified,0,Unspecified,0,0,None,1,0,1,0,-99,-99,
2127,Actual,Boarded,Bangladesh,Bangladesh,771,,"Pussur River Inner Anchorage, Mongla, Bangladesh ",15,3,2002,9:00,22:28.59,North,22,28.59,22.4765,89:34.59,East,89,34.59,89.5765,2,IMB,Suisen,Cambodia,811,2,Anchored,4,1,Long Knives,3,1,Stores,1,0,2,1,2,1,9:00:00 AM
2128,Actual,Boarded,Bangladesh,Bangladesh,771,,"Pussur River Inner Anchorage, Mongla, Bangladesh ",15,3,2002,7:55,22:28.59,North,22,28.59,22.4765,89:34.59,East,89,34.59,89.5765,2,IMB,Suisen,Cambodia,811,2,Anchored,3,0,Unspecified,0,0,Stores,1,0,2,1,2,1,7:55:00 AM
2449,Actual,Boarding,Cuba,Cuba,40,,"Havan Port, Cuba",22,1,2003,6:00,23:08.59,North,23,8.59,23.1431667,82:20.59,West,82,20.59,-82.3432,2,IMB,Laila Queen,Cambodia,811,2,Berthed,Unspecified,0,Unspecified,,0,1,0,0,3,1,2,4,6:00:00 AM
760,Actual,Hijacked,Paracel Islands,Paracel Islands,710,,South China Sea,6,12,1997,,00.70.83,North,17,0,17,004.75.00,East,114,0,114.0000,1,IMB,Anabas,Cambodia,811,6,Steaming,Unspecified,1,Unspecified,,1,0,1,0,1,1,1,-99,
1526,Actual,Boarded,Malaysia,Malaysia,820,,"Sandakan, Sabah, Malaysia",28,8,2000,,5:48.9,North,5,48.9000,5.8150000,118:3.33,East,118,3.3300,118.0555,2,IMB,Zarina III,Cambodia,811,6,Anchored,Unspecified,0,Unspecified,0,0,"Stores, Equipment",1,0,2,1,2,-99,
2088,Actual,Hijacked,Japan,Japan,740,,"Enroute from Weihai to Kashima Port, East China Sea ",27,1,2002,Unspecified,30:50.08,North,30,50.08,30.8356,126:48.15,East,126,48.15,126.8042,4,IMB,Lan Jie,Cambodia,811,6,Steaming,Unknown,1,Unknown,4,1,Unknown,1,0,1,1,1,-99,
