Incident Reference,IMB incident number,Incident Type,Incident Action,Territorial Water Status,Closest Coastal State,Closest State COW Code,Location Description,Day,Month,Year,Lat Decimal Degrees,Long Decimal Degrees,Location Precision,Geolocation Source,Vessel Name,Flag,Flag COW Code,Vessel Type,Steaming or Stationary,Number of Assailants,Armed,Weaponry,Violence,Violence Dummy,Type of Stolen Goods,Port Response Received,Ransom Paid,Steaming Recode,Incident_type_recode,Incident_action_recode,Time_Day,Converted Time
604,,Actual,Boarding,Jamaica,Jamaica,51,"Kingston, Jamaica",24,4,1997,17.975,-76.8381667,4,IMB,,,,,Unspecified,Unspecified,0,Unspecified,,0,1,1,0,-99,1,2,-99,
605,,Actual,Boarding,Indonesia,Indonesia,850,"Gelasa Straits, Indonesia",27,4,1997,-2.6667,107.25,4,IMB,Cape Sable,Cyprus,352,4,Steaming,5,0,Unspecified,,1,1,1,0,1,1,2,-99,
606,,Actual,Boarding,Indonesia,Indonesia,850,"Cigading, Indonesia",28,4,1997,-6.0166667,105.95,4,IMB,Jewel I,Greece,350,2,Unspecified,Unspecified,1,Unspecified,,0,0,1,0,-99,1,2,-99,
607,,Attempted,,Philippines,Philippines,840,"Isabela, Basilan, Philippines",29,4,1997,6.7,121.9666667,4,IMB,Miguel Lujan,Philippines,840,6,Steaming,Unspecified,1,Machine guns,,1,0,1,0,1,0,-99,-99,
608,,Attempted,,Philippines,Philippines,840,"Isabela, Basilan, Philippines",29,4,1997,6.7,121.9666667,4,IMB,Leonora,Philippines,840,10,Steaming,Unspecified,1,Machine guns,,1,0,1,0,1,0,-99,-99,
609,,Actual,Boarding,Brazil,Brazil,140,"Santos, Brazil",,4,1997,-23.9761667,-46.2871667,4,IMB,Berge Saga,Norway,385,7,Unspecified,Unspecified,0,Unspecified,,0,1,1,0,-99,1,2,-99,
610,,Actual,Boarding,Cameroon,Cameroon,471,"Douala, Cameroon",1,5,1997,4.0431667,9.6666667,4,IMB,Rybinsk,Liberia,450,4,Unspecified,Unspecified,1,Knives,,0,1,1,0,-99,1,2,-99,
612,,Attempted,,China,China,710,"Xinggang anchorage, China",1,5,1997,23.0666667,113.8265,2,IMB,Silver Sky,Panama,95,2,Anchored,Unspecified,1,Guns,,1,0,1,0,2,0,-99,-99,
611,,Actual,Hijacked,Myanmar,Myanmar,775,Myanmar,1,5,1997,15.1047,94.532,5,IMB,,,,,Unspecified,Unspecified,0,Unspecified,,1,0,1,1,-99,1,1,-99,
613,,Actual,Boarding,Indonesia,Indonesia,850,"Belawan Port, Indonesia",3,5,1997,3.7766667,98.6766667,2,IMB,Sun Sapphire,Liberia,450,8,Anchored,15,0,Unspecified,,0,0,1,0,2,1,2,-99,
614,,Actual,Boarding,Eritrea,Eritrea,531,"Abu Ali Channel, Yemen",4,5,1997,14.078,41.9016,4,IMB,Vasilios II,Greece,350,8,Unspecified,Unspecified,1,Guns,,1,0,1,0,-99,1,2,-99,
615,,Actual,Boarding,Eritrea,Eritrea,531,"Abu Ali Channel, Yemen",4,5,1997,14.078,41.9016,4,IMB,Vasilios XII,Greece,350,8,Unspecified,Unspecified,1,Guns,,1,0,1,0,-99,1,2,-99,
616,,Actual,Boarding,India,India,750,"Kandla port, India",4,5,1997,22.8196667,76.0368333,2,IMB,Prins Alexander,Netherlands,210,8,Berthed,2,0,Unspecified,,0,0,1,0,3,1,2,-99,
617,,Actual,Boarding,India,India,750,"Kandla, India",4,5,1997,22.8196667,76.0368333,4,IMB,,Netherlands,210,7,Steaming,Unspecified,0,Unspecified,,0,1,1,0,1,1,2,-99,
618,,Actual,Boarding,Indonesia,Indonesia,850,"Balikpapan, Indonesia",6,5,1997,-1.25,116.7931667,2,IMB,Neptune Gale,,,,Anchored,2,0,Unspecified,,0,0,1,0,2,1,2,-99,
619,,Actual,Boarding,Senegal,Senegal,433,"Dakar, Senegal",9,5,1997,14.6666667,-17.3666667,4,IMB,Zaccar,Algeria,615,8,Unspecified,Unspecified,1,Unspecified,,0,1,1,0,-99,1,2,-99,
620,,Actual,Boarding,Brazil,Brazil,140,"Santos, Brazil",11,5,1997,-23.9761667,-46.2871667,4,IMB,Jummegas,Brazil,140,7,Unspecified,3,1,Unspecified,,0,1,1,0,-99,1,2,-99,
621,,Actual,Boarding,Nigeria,Nigeria,475,"Lagos Anchorage, Nigeria",12,5,1997,6.45,3.3766667,2,IMB,Meghna,Malta,338,2,Unspecified,4,1,Unspecified,,0,1,1,0,-99,1,2,-99,
622,,Actual,Boarding,Papua New Guinea,Papua New Guinea,910,"Off Baramata Point, Papua New Guinea",16,5,1997,-10.3323,148.3836,4,IMB,Got-Cha-Covered,,,9,Unspecified,7,1,Guns,,0,1,1,0,-99,1,2,-99,
623,,Actual,Boarding,Brazil,Brazil,140,"Santos, Brazil",18,5,1997,-23.9761667,-46.2871667,4,IMB,Ilya Ehrenberg,Russia,365,8,Unspecified,6,1,Knives and guns,,1,0,1,0,-99,1,2,-99,
624,,Actual,Boarding,Brazil,Brazil,140,"Rio Grande, Brazil",20,5,1997,-32.0536667,-52.0756667,4,IMB,Panaustral,Germany,255,4,Anchored,Unspecified,0,Unspecified,,1,1,1,0,2,1,2,-99,
625,,Actual,Boarding,Brazil,Brazil,140,"Rio de Janeiro, Brazil",20,5,1997,-22.8933333,-43.1666667,4,IMB,CALAPALOS,Germany,255,4,Steaming,10,1,Guns,,1,1,1,0,1,1,2,-99,
626,,Actual,Boarding,Albania,Albania,339,"In the straits, Albania",20,5,1997,40.5383,19.0126,4,IMB,Sagittarius,Greece,350,,Steaming,Unspecified,0,Unspecified,,0,1,1,0,1,1,2,-99,
627,,Actual,Boarding,China,China,710,"Chang Jiang Anchorage, China",23,5,1997,30.31666667,115.1333333,4,IMB,,,,,Unspecified,Unspecified,1,"Knives, bars and bottles",,0,1,1,0,-99,1,2,-99,
628,,Actual,Boarding,Cameroon,Cameroon,471,"Douala, Cameroon",25,5,1997,4.0431667,9.6666667,4,IMB,Torm Freya,Denmark,390,6,Unspecified,3,1,Unspecified,,0,1,1,0,-99,1,2,-99,
629,,Actual,Boarding,Sri Lanka,Sri Lanka,780,"Tricomalee, Sri Lanka",29,5,1997,8.566666667,81.23333333,4,IMB,Athena,Greece,350,2,Anchored,Unspecified,0,Unspecified,,1,0,1,0,2,1,2,-99,
632,,Actual,Boarding,Netherlands,Netherlands,210,"Workum, Netherlands",30,5,1997,52.9646,5.396,4,IMB,Feeling,,,9,Unspecified,Unspecified,0,Unspecified,,1,0,1,0,-99,1,2,-99,
631,,Actual,Boarding,Portugal,Portugal,235,"Peniche Marina, Portugal",30,5,1997,39.364,-9.425,4,IMB,Fair Lady,,,9,Unspecified,Unspecified,0,Unspecified,,1,0,1,0,-99,1,2,-99,
630,,Actual,Boarding,Indonesia,Indonesia,850,"Off Batam Island, Indonesia",30,5,1997,1.1245,104.0516667,4,IMB,Sinfa,Singapore,830,6,Unspecified,Unspecified,1,GUns,,1,0,1,0,-99,1,2,-99,
633,,Actual,Boarding,India,India,750,"Kandla, India",31,5,1997,22.8196667,76.0368333,4,IMB,ICL Raja Rajan,India,750,2,Unspecified,6,0,Unspecified,,0,0,1,0,-99,1,2,-99,
634,,Actual,Boarding,Brazil,Brazil,140,"Santos, Brazil",,5,1997,-23.9761667,-46.2871667,4,IMB,,,,,Steaming,Unspecified,1,Guns,,0,1,1,0,1,1,2,-99,
635,,Actual,Boarding,Venezuela,Venezuela,101,"Puerta la Cruz, Venezuela",3,6,1997,10.25,-64.6266667,4,IMB,Nord-Jahre,Norway,385,8,Unspecified,Unspecified,0,Unspecified,,0,1,1,0,-99,1,2,-99,
636,,Actual,Boarding,Haiti,Haiti,41,"Rio Haina, Dominican Republic",4,6,1997,18.4166667,-70,2,IMB,Nordfarer,Bahamas,31,8,Anchored,4,1,Long knives,,1,1,1,0,2,1,2,-99,
637,,Actual,Boarding,Indonesia,Indonesia,850,"Merak, Indonesia",6,6,1997,-5.9366667,106.0038333,4,IMB,,,,7,Steaming,Unspecified,0,Unspecified,,0,0,1,0,1,1,2,-99,
639,,Actual,Missing,Albania,Albania,339,"Near Durres, Albania",11,6,1997,41.3125,19.3401,4,IMB,,Italy,325,10,Steaming,Unspecified,1,Guns,,1,0,1,0,1,1,5,-99,
638,,Actual,Missing,Greece,Greece,350,"Near Igoumenitsa, Greece",11,6,1997,39.4953,20.1845,4,IMB,,Greece,350,10,Steaming,Unspecified,1,Guns,,1,0,1,0,1,1,5,-99,
644,,Actual,Boarding,Senegal,Senegal,433,"Dakar, Senegal",13,6,1997,14.6666667,-17.3666667,4,IMB,Nord-Jahre,Norway,385,10,Unspecified,4,1,Guns,,0,0,1,0,-99,1,2,-99,
640,,Actual,Boarding,Indonesia,Indonesia,850,"Anyer, Indonesia",13,6,1997,-6.0433333,105.9166667,2,IMB,,,,7,Anchored,4,0,Unspecified,,0,0,1,0,2,1,2,-99,
641,,Actual,Boarding,Indonesia,Indonesia,850,"Lephlia Strait, Indonesia",13,6,1997,-2.8333,106.9667,4,IMB,ACX Lilac,Panama,95,4,Unspecified,Unspecified,0,Unspecified,,1,1,1,0,-99,1,2,-99,
642,,Actual,Boarding,Indonesia,Indonesia,850,"Tanjun Meranggas, Indonesia",13,6,1997,0.0248333,117.538,4,IMB,Bernadette T.,Greece,350,2,Unspecified,Unspecified,0,Unspecified,,0,1,1,0,-99,1,2,-99,
643,,Actual,Boarding,Indonesia,Indonesia,850,"Tg. Meranggas, Indonesia",13,6,1997,0.0248333,117.538,4,IMB,Bernadette T.,Greece,350,2,Unspecified,4,0,Unspecified,,0,1,1,0,-99,1,2,-99,
645,,Actual,Boarding,Brazil,Brazil,140,"Santos, Brazil",15,6,1997,-23.9761667,-46.2871667,4,IMB,Al Burgan,Kuwait,690,7,Unspecified,5,1,Guns,,1,1,1,0,-99,1,2,-99,
646,,Actual,Boarding,Tanzania,Tanzania,510,"Dar Es Salam, Tanzania",17,6,1997,-6.833333333,39.28333333,4,IMB,Stella TH,Liberia,450,,Unspecified,35,1,Unspecified,,0,1,1,0,-99,1,2,-99,
647,,Actual,Boarding,Indonesia,Indonesia,850,"Samarinda Anchorage, Indonesia",19,6,1997,-0.5265,117.15,2,IMB,Maritime Light,Singapore,830,2,Unspecified,20,1,Guns,,0,1,1,0,-99,1,2,-99,
648,,Actual,Boarding,India,India,750,"Kandla, India",23,6,1997,22.8196667,76.0368333,4,IMB,Rita,Italy,325,3,Unspecified,15,1,Stones and bolts,,1,1,1,0,-99,1,2,-99,
649,,Actual,Boarding,Indonesia,Indonesia,850,"Merak, Indonesia",24,6,1997,-5.9366667,106.0038333,2,IMB,Sky Ace,,,8,Anchored,5,0,Unspecified,,0,0,1,0,2,1,2,-99,
650,,Attempted,,Russia,Russia,365,"Kurles Islands, Russia",25,6,1997,46.5,151.5,4,IMB,,Japan,740,5,Unspecified,Unspecified,1,Guns,,1,0,1,0,-99,0,-99,-99,
651,,Actual,Boarding,Indonesia,Indonesia,850,"Cigading Port, Indonesia",26,6,1997,-6.0166667,105.95,2,IMB,Noble Glory,,,,Anchored,15,1,Knives and guns,,1,1,1,0,2,1,2,-99,
652,,Attempted,,Malaysia,Malaysia,820,"Port Klang, Malaysia",28,6,1997,3,101.4,2,IMB,Ibn Qutaibah,Saudi Arabia,670,6,Anchored,1,0,Unspecified,,0,0,1,0,2,0,-99,-99,
653,,Attempted,,Malaysia,Malaysia,820,Indonesia,30,6,1997,1.4666667,103.0666667,1,IMB,Kiso Maru,Thailand,800,2,Unspecified,3,0,Unspecified,,0,0,1,0,-99,0,-99,-99,
655,,Attempted,,Sri Lanka,Sri Lanka,780,"Mannar, Sri Lanka",1,7,1997,8.9892,79.8801,4,IMB,Taraki,,,,Unspecified,Unspecified,0,Unspecified,,1,0,1,0,-99,0,-99,-99,
654,,Actual,Boarding,Indonesia,Indonesia,850,"Jakarta bay, Indonesia",1,7,1997,-6.0886667,106.875,4,IMB,,Germany,255,9,Unspecified,5,1,Unspecified,,1,1,1,0,-99,1,2,-99,
656,,Actual,Boarding,Indonesia,Indonesia,850,Indonesia,2,7,1997,-7.0166667,118.2333333,1,IMB,OOCL Accord,,,4,Steaming,Unspecified,0,Unspecified,,0,0,1,0,1,1,2,-99,
657,,Actual,Boarding,Indonesia,Indonesia,850,"Gelasa Straits, Indonesia",2,7,1997,-2.6667,107.25,4,IMB,Leira,Bahamas,31,2,Steaming,Unspecified,0,Unspecified,,0,1,1,0,1,1,2,-99,
658,,Actual,Boarding,Vietnam,Vietnam,816,"Haiphong, Vietnam",7,7,1997,20.85,106.7,4,IMB,Oscar Venture,,,,Unspecified,Unspecified,1,Unspecified,,0,1,1,0,-99,1,2,-99,
659,,Actual,Boarding,Vietnam,Vietnam,816,"Hongai Port, Vietnam",8,7,1997,20.9355,107.0891667,2,IMB,Argonaut,St. Vincent and Grenadines,57,2,Anchored,Unspecified,1,Unspecified,,0,1,1,0,2,1,2,-99,
660,,Actual,Boarding,Bangladesh,Bangladesh,771,"Chittagong, Bangladesh",9,7,1997,22.2166667,91.7931667,4,IMB,Bunga Kantan,Malaysia,820,2,Unspecified,2,0,Unspecified,,1,1,1,0,-99,1,2,-99,
661,,Actual,Boarding,Brazil,Brazil,140,"Rio de Janeiro, Brazil",11,7,1997,-22.8933333,-43.1666667,4,IMB,,,,,Unspecified,Unspecified,1,Guns,,1,1,1,0,-99,1,2,-99,
662,,Actual,Boarding,Sri Lanka,Sri Lanka,780,"Colombo, Sri Lanka",11,7,1997,6.95,79.8431667,2,IMB,Bunga Mas Lima,Malaysia,820,4,Anchored,Unspecified,0,Unspecified,,1,1,1,0,2,1,2,-99,
664,,Actual,Boarding,United States,United States,2,"Miami, Florida, USA",13,7,1997,25.76666667,-80.16666667,4,IMB,Venderpool Express,Belize,80,6,Steaming,Unspecified,1,Guns,,1,0,1,0,1,1,2,-99,
663,,Actual,Boarding,Philippines,Philippines,840,"Manila Port, Philippines",13,7,1997,14.5931667,121,2,IMB,Ville D'Aquarius,Germany,255,4,Unspecified,Unspecified,0,Unspecified,,0,1,1,0,-99,1,2,-99,
665,,Actual,Boarding,Bangladesh,Bangladesh,771,"Chittagong, Bangladesh",20,7,1997,22.2166667,91.7931667,4,IMB,Eburna,Isle of Man,200,8,Unspecified,2,0,Unspecified,,0,0,1,0,-99,1,2,-99,
666,,Actual,Boarding,Cote d'Ivoire,Cote d'Ivoire,437,"Abidjan, Ivory Coast",23,7,1997,5.2931667,-4,2,IMB,Kimolos,Greece,350,8,Anchored,16,1,Guns,,1,1,1,0,2,1,2,-99,
667,,Actual,Boarding,Bangladesh,Bangladesh,771,"Chittagong, Bangladesh",26,7,1997,22.2166667,91.7931667,2,IMB,Star Bird,Denmark,390,6,Anchored,Unspecified,1,Rifles and pistols,,0,1,1,0,2,1,2,-99,
668,,Actual,Boarding,Bangladesh,Bangladesh,771,"Chittagong, Bangladesh",26,7,1997,22.2166667,91.7931667,4,IMB,North Sea,Bahamas,31,10,Unspecified,Unspecified,0,Unspecified,,0,0,1,0,-99,1,2,-99,
669,,Actual,Boarding,Indonesia,Indonesia,850,"Tarahan, Panjang, Indonesia",29,7,1997,-5.4666667,105.1666667,2,IMB,Aditya Usha,India,750,2,Anchored,6,1,Daggers,,0,1,1,0,2,1,2,-99,
670,,Attempted,,Sri Lanka,Sri Lanka,780,Sri Lanka,,7,1997,6.5527,81.6353,4,IMB,Missen,,10,,Unspecified,Unspecified,0,Unspecified,,1,0,1,0,-99,0,-99,-99,
671,,Actual,Hijacked,Sri Lanka,Sri Lanka,780,"Jaffna, Sri Lanka",,7,1997,9.666666667,80.01666667,4,IMB,Morang Bong,North Korea,731,6,Steaming,Unspecified,0,Unspecified,,1,0,1,0,1,1,1,-99,
674,,Actual,Boarding,Ecuador,Ecuador,130,"Off Alpha berth container termina, Guayaquil, Ecuador",8,8,1997,-2.2666667,-79.9,4,IMB,Lircay,Liberia,450,4,Steaming,8,0,Unspecified,,0,1,0,0,1,1,2,4,0.201388889
673,,Actual,Boarding,Thailand,Thailand,800,"Laem Chabang, Thailand",8,8,1997,13.0666667,100.8666667,2,IMB,Alam Tangkas,Malaysia,820,6,Anchored,Unspecified,0,Unspecified,,0,0,1,0,2,1,2,-99,
672,,Actual,Boarding,Solomon Is.,Solomon Is.,940,"South Pacific, Solomon Islands",8,8,1997,-8.6044,158.9257,4,IMB,Pacani III,Spain,230,9,Anchored,Unspecified,0,Unspecified,,0,1,1,0,2,1,2,-99,
675,,Actual,Boarding,India,India,750,"Kandla, India",9,8,1997,22.8196667,76.0368333,4,IMB,Normar Splendour,Liberia,450,8,Unspecified,Unspecified,0,Unspecified,,0,1,1,0,-99,1,2,-99,
676,,Actual,Boarding,Thailand,Thailand,800,"Bangkok, Thailand",10,8,1997,13.3516667,100.6066667,4,IMB,Oriental Bright,Panama,95,4,Unspecified,Unspecified,1,Wire cutters,,0,1,1,0,-99,1,2,-99,
677,,Actual,Boarding,Indonesia,Indonesia,850,"Panjang anchorage, Indonesia",14,8,1997,-5.4666667,105.1666667,2,IMB,Esperanza Ace,Panama,95,6,Anchored,Unspecified,0,Unspecified,,1,1,1,0,2,1,2,-99,
678,,Actual,Boarding,Ecuador,Ecuador,130,"Guayaquil, Ecuador",15,8,1997,-2.2666667,-79.9,2,IMB,Illapel,,,,Anchored,2,1,Unspecified,,0,0,1,0,2,1,2,-99,
679,,Actual,Boarding,Malta,Malta,338,Malta,17,8,1997,35.9375,14.3754,4,IMB,Seagull,,,,Unspecified,2,0,Unspecified,,0,1,1,0,-99,1,2,-99,
680,,Actual,Boarding,Thailand,Thailand,800,"Laem Chabang, Thailand",20,8,1997,13.0666667,100.8666667,4,IMB,Aro,Malta,338,2,Unspecified,Unspecified,0,Unspecified,,0,1,1,0,-99,1,2,-99,
681,,Actual,Boarding,Brazil,Brazil,140,"Santos, Brazil",21,8,1997,-23.9761667,-46.2871667,2,IMB,Tia Angelica,Panama,95,6,Anchored,4,1,Pistols,,1,1,1,0,2,1,2,-99,
682,,Attempted,,Ecuador,Ecuador,130,"Port Bolivar, Ecuador",22,8,1997,-3.2666667,-80,2,IMB,Hectoras,Bahamas,31,10,Anchored,Unspecified,1,Machine guns,,0,0,1,0,2,0,-99,-99,
684,,Actual,Boarding,Cameroon,Cameroon,471,"Douala, Cameroon",23,8,1997,4.0431667,9.6666667,2,IMB,CBMT Express,Bahamas,31,6,Anchored,Unspecified,0,Unspecified,,0,0,1,0,2,1,2,-99,
683,,Actual,Boarding,Tanzania,Tanzania,510,"Dar Es Salam, Tanzania",23,8,1997,-6.833333333,39.28333333,4,IMB,Rejane Delmas,,,4,Unspecified,25,1,Unspecified,,0,0,1,0,-99,1,2,-99,
685,,Actual,Boarding,Indonesia,Indonesia,850,"Panjang anchorage, Indonesia",25,8,1997,-5.4666667,105.1666667,2,IMB,Chian Mariner,Liberia,450,2,Anchored,5,1,Unspecified,,1,1,1,0,2,1,2,-99,
686,,Actual,Boarding,Nigeria,Nigeria,475,"Warri, Nigeria",27,8,1997,5.5,5.7166667,4,IMB,Rugen,Liberia,450,6,Unspecified,Unspecified,1,Unspecified,,0,1,1,0,-99,1,2,-99,
687,,Actual,Boarding,Indonesia,Indonesia,850,"Tanjung Priok, Jakarta, Indonesia",30,8,1997,-6.0886667,106.875,4,IMB,Petrobulk Racer,Liberia,450,8,Unspecified,Unspecified,1,Long knives,,1,1,1,0,-99,1,2,-99,
688,,Actual,Boarding,Sierra Leone,Sierra Leone,451,"Freetown, Sierra Leone",,8,1997,8.5,-13.2265,4,IMB,Seaway,Vanuatu,935,6,Unspecified,Unspecified,1,Guns,,1,0,1,0,-99,1,2,-99,
689,,Actual,Boarding,Sierra Leone,Sierra Leone,451,"Freetown, Sierra Leone",,8,1997,8.5,-13.2265,4,IMB,Proteus,Cyprus,352,2,Unspecified,Unspecified,1,Unspecified,,0,0,1,0,-99,1,2,-99,
690,,Actual,Boarding,Thailand,Thailand,800,"Kosichang, Thailand",3,9,1997,13.138,100.825,4,IMB,,,,7,Unspecified,7,0,Unspecified,,0,1,1,0,-99,1,2,-99,
691,,Actual,Boarding,Sri Lanka,Sri Lanka,780,"Colombo, Sri Lanka",5,9,1997,6.95,79.8431667,2,IMB,CMV Fresena,Germany,255,4,Anchored,Unspecified,0,Unspecified,,0,0,1,0,2,1,2,-99,
693,,Actual,Hijacked,Iran,Iran,630,"Bandar Imama Khomeini, Iran",8,9,1997,30.4166667,49.0666667,4,IMB,Banckert,Netherlands,210,1,Unspecified,Unspecified,0,Unspecified,,1,0,1,0,-99,1,1,-99,
694,,Actual,Hijacked,Iran,Iran,630,"Bandar Imama Khomeini, Iran",8,9,1997,30.4166667,49.0666667,4,IMB,Smit Cyclone ,Singapore,830,1,Unspecified,Unspecified,0,Unspecified,,1,0,1,0,-99,1,1,-99,
695,,Actual,Hijacked,Iran,Iran,630,"Bandar Imama Khomeini, Iran",8,9,1997,30.4166667,49.0666667,4,IMB,,,,1,Unspecified,Unspecified,0,Unspecified,,1,0,1,0,-99,1,1,-99,
692,,Attempted,,Malaysia,Malaysia,820,"Off Lahad Datu, Sabah, Malaysia",8,9,1997,5.4666667,119.4,1,IMB,Thor Alice,Denmark,390,6,Unspecified,Unspecified,0,Unspecified,,0,0,1,0,-99,0,-99,-99,
697,,Attempted,,Sri Lanka,Sri Lanka,780,North Eastern Sri Lanka,9,9,1997,6.5527,81.6353,4,IMB,Cordiality,Panama,95,2,Unspecified,Unspecified,1,Machine guns,,1,0,1,0,-99,0,-99,-99,
696,,Actual,Boarding,Indonesia,Indonesia,850,"Gelasa Straits, Indonesia",9,9,1997,-2.84,107.2383333,1,IMB,Orion Gas,,,8,Steaming,3,1,Unspecified,,1,1,1,0,1,1,2,-99,
698,,Actual,Boarding,Sri Lanka,Sri Lanka,780,"Colombo, Sri Lanka",10,9,1997,6.95,79.8431667,2,IMB,Raja Brooke,,,4,Anchored,Unspecified,0,Unspecified,,0,1,1,0,2,1,2,-99,
699,,Actual,Boarding,Sierra Leone,Sierra Leone,451,"Kissey Fuel Jetty, Sierra Leone",11,9,1997,8.4933,-13.186,4,IMB,Napetco I,Sierra Leone,451,1,Unspecified,Unspecified,1,Bomb,,1,0,1,0,-99,1,2,-99,
702,,Attempted,,Nigeria,Nigeria,475,"Warri, Nigeria",12,9,1997,5.5,5.7166667,4,IMB,Tina Green,Madeira,235,6,Steaming,Unspecified,1,Guns,,1,0,1,0,1,0,-99,-99,
703,,Actual,Boarding,China,China,710,"Anchorage, Hong Kong",12,9,1997,22.2666667,114.2,2,IMB,Buxcrown,Germany,255,4,Anchored,Unspecified,0,Unspecified,,0,1,1,0,2,1,2,-99,
700,,Actual,Boarding,Indonesia,Indonesia,850,"Java Sea, Indonesia",12,9,1997,-5.1882,111.9896,4,IMB,,,,,Unspecified,Unspecified,1,Guns,,1,1,1,0,-99,1,2,-99,
701,,Actual,Boarding,Indonesia,Indonesia,850,"Bangka Island, Indonesia",12,9,1997,-2.2665,106.2837,4,IMB,,Singapore,830,4,Unspecified,Unspecified,1,Guns and knives,,1,1,1,0,-99,1,2,-99,
704,,Actual,Boarding,Indonesia,Indonesia,850,"Gelasa Straits, Indonesia",13,9,1997,-2.6667,107.25,4,IMB,Dragon Java,Singapore,830,4,Unspecified,7,1,Guns and knives,,0,1,1,0,-99,1,2,-99,
706,,Actual,Boarding,Venezuela,Venezuela,101,"Puerta la Cruz, Venezuela",14,9,1997,10.25,-64.6266667,2,IMB,Bona Sparrow,Bahamas,31,8,Anchored,Unspecified,0,Unspecified,,0,1,1,0,2,1,2,-99,
705,,Actual,Boarding,Indonesia,Indonesia,850,"Panjang, Indonesia",14,9,1997,-5.4666667,105.1666667,4,IMB,Cape Sable,Cyprus,352,4,Unspecified,Unspecified,0,Unspecified,,0,1,1,0,-99,1,2,-99,
707,,Actual,Boarding,Indonesia,Indonesia,850,"Cigading, Indonesia",15,9,1997,-6.0166667,105.95,4,IMB,,,,,Unspecified,Unspecified,0,Unspecified,,1,1,1,0,-99,1,2,-99,
708,,Actual,Boarding,Indonesia,Indonesia,850,Indonesia,16,9,1997,-2.85,107.2833333,1,IMB,Channel Poterne,Philippines,840,2,steaming,8,0,Unspecified,,0,1,1,0,1,1,2,-99,
709,,Attempted,,India,India,750,"Madras, India",17,9,1997,13.0931667,80.2931667,4,IMB,AL Hasa,Jordan,663,2,Unspecified,Unspecified,0,Unspecified,,0,0,1,0,-99,0,-99,-99,
710,,Actual,Boarding,Brazil,Brazil,140,"Rio de Janeiro, Brazil",19,9,1997,-22.8933333,-43.1666667,4,IMB,,Philippines,840,,Unspecified,Unspecified,1,Guns,,1,1,1,0,-99,1,2,-99,
711,,Actual,Boarding,Brazil,Brazil,140,"Santana, Brazil",21,9,1997,-0.05,-51.16666667,4,IMB,Lemmergracht,Netherlands,210,6,Unspecified,Unspecified,0,Unspecified,,0,1,1,0,-99,1,2,-99,
713,,Actual,Boarding,India,India,750,"Calcutta, India",21,9,1997,22.5265,88.3166667,4,IMB,Sunny Diamond,Panama,95,8,Unspecified,Unspecified,1,Unspecified,,0,1,1,0,-99,1,2,-99,
712,,Actual,Boarding,Sri Lanka,Sri Lanka,780,"Colombo, Sri Lanka",21,9,1997,6.95,79.8431667,2,IMB,Nuova Lloydiana,Italy,325,4,Anchored,Unspecified,0,Unspecified,,0,1,1,0,2,1,2,-99,
714,,Actual,Boarding,Indonesia,Indonesia,850,"Tg. Priok, Indonesia",22,9,1997,-6.0886667,106.875,4,IMB,Ken Leader,Panama,95,2,Anchored,Unspecified,0,Unspecified,,0,0,1,0,2,1,2,-99,
715,,Actual,Boarding,Sri Lanka,Sri Lanka,780,"Colombo, Sri Lanka",25,9,1997,6.95,79.8431667,4,IMB,Maersk Busan,,,4,Unspecified,Unspecified,0,Unspecified,,0,1,1,0,-99,1,2,-99,
716,,Actual,Boarding,Thailand,Thailand,800,"Map Ta Phut, Thailand",26,9,1997,12.6666667,101.1666667,4,IMB,Karonga,Liberia,450,6,Unspecified,Unspecified,0,Unspecified,,0,1,1,0,-99,1,2,-99,
718,,Actual,Boarding,Ecuador,Ecuador,130,"Guayaquil, Ecuador",27,9,1997,-2.2666667,-79.9,4,IMB,Concord,Liberia,450,6,Unspecified,Unspecified,0,Unspecified,,0,1,1,0,-99,1,2,-99,
721,,Actual,Boarding,Senegal,Senegal,433,"Dakar, Senegal",27,9,1997,14.6666667,-17.3666667,4,IMB,NorthelyIsland,USA,2,10,Steaming,Unspecified,0,Unspecified,,1,0,1,0,1,1,2,-99,
720,,Actual,Boarding,Nigeria,Nigeria,475,"Chanomi Creek, Off Warri, Nigeria",27,9,1997,5.5,5.7166667,4,IMB,Fischland,Liberia,450,6,Steaming,7,1,Guns,,1,1,1,0,1,1,2,-99,
719,,Actual,Boarding,Malaysia,Malaysia,820,"Off Horsburgh Lt. Hourse, South China Sea",27,9,1997,1.3303,104.4074,4,IMB,Product Queen,Singapore,830,8,Unspecified,Unspecified,0,Unspecified,,0,1,1,0,-99,1,2,-99,
717,,Attempted,,Indonesia,Indonesia,850,"Cigading, Indonesia",27,9,1997,-6.0166667,105.95,2,IMB,Northern Ice,Liberia,450,7,Anchored,6,1,Knives,,0,0,1,0,2,0,-99,-99,
722,,Actual,Boarding,Ecuador,Ecuador,130,"Puerto Bolivar, Ecuador",29,9,1997,-3.2666667,-80,2,IMB,Virginia Universal,Bahamas,31,10,Anchored,Unspecified,0,Unspecified,,0,1,1,0,2,1,2,-99,
723,,Actual,Boarding,Thailand,Thailand,800,"Map Ta Phut, Thailand",29,9,1997,12.6666667,101.1666667,2,IMB,Trono,Panama,95,10,Anchored,Unspecified,0,Unspecified,,0,1,1,0,2,1,2,-99,
