Incident Reference,IMB incident number,Incident Type,Incident Action,Territorial Water Status,Closest Coastal State,Closest State COW Code,Location Description,Day,Month,Year,Lat Decimal Degrees,Long Decimal Degrees,Location Precision,Geolocation Source,Vessel Name,Flag,Flag COW Code,Vessel Type,Steaming or Stationary,Number of Assailants,Armed,Weaponry,Violence,Violence Dummy,Type of Stolen Goods,Port Response Received,Ransom Paid,Steaming Recode,Incident_type_recode,Incident_action_recode,Time_Day,Converted Time
2676,,Actual,Boarding,India,India,750,"Haldia Port, India",4,7,2003,22.0265,88.0765,2,IMB,Major Hoshiar Singh PVC,India,750,8,Berthed,Unspecified,1,Knives,,0,1,1,0,3,1,2,1,0.451388889
2678,,Actual,Boarding,Bangladesh,Bangladesh,771,"Chittagong Anchorage, Bangladesh",9,7,2003,22.2166667,91.7931667,2,IMB,Banga Biraj,Bangladesh,771,4,Anchored,7,1,Knives,,1,1,1,0,2,1,2,4,0.020833333
2679,,Actual,Boarding,Peru (Peruvian point of view),Peru (Peruvian point of view),135,"Berth 5D, Callao Port, Peru",10,7,2003,-12.5,-77.1666667,2,IMB,TMM Chiapas,Liberia,450,4,Berthed,1,1,Knives,,1,0,1,0,3,1,2,3,0.763194444
2680,,Actual,Hijacked,Indonesia,Indonesia,850,"Vicinity of Dabo Sinkep, Sinkep Island, Indonesia",10,7,2003,-0.1583333,104.055,1,IMB,Bintan 1200 and Bintan Golden 2301,Singapore,830,1,Steaming,Unspecified,1,Unspecified,,1,1,1,0,1,1,1,3,0.822916667
2681,,Actual,Boarding,Venezuela,Venezuela,101,"Guanta Port, Venezuela",11,7,2003,10.1166667,-64.5931667,2,IMB,Baltimar Notos,Bahamas,51,6,Berthed,8,1,Knives,,0,0,1,0,3,1,2,4,Early morning
2682,,Actual,Boarding,Thailand,Thailand,800,"5 miles NW of Ko Khram Island, Kosichang, Thailand",11,7,2003,13.138,100.825,3,IMB,Federal St. Laurent,Barbados,53,2,Steaming,1,0,Unspecified,,0,0,0,0,1,1,2,4,0.114583333
2684,,Actual,Boarding,India,India,750,"Chennai Anchorage, India",14,7,2003,13.0833333,80.4166667,1,IMB,Cape Africa,Taiwan,713,2,Anchored,2,0,Unspecified,,0,1,1,0,2,1,2,3,0.833333333
2683,,Attempted,,Bangladesh,Bangladesh,771,"Chittagong Anchorage, Bangladesh",14,7,2003,22.2166667,91.7931667,2,IMB,Sea Cross,Panama,95,2,Anchored,11,1,Knives,,0,0,1,0,2,0,-99,2,0.583333333
2687,,Actual,Hijacked,Cuba,Cuba,40,"La Coloma, Cuba",15,7,2003,22.2221667,-83.5733333,2,IMB,,Cuba,40,10,Anchored,Unspecified,1,Guns,,1,0,1,0,2,1,1,-99,
2689,,Attempted,,Venezuela,Venezuela,101,"Berth No. 24A, Puerto Cabello port, Venezuela",15,7,2003,10.5,-68,2,IMB,Puerto Limon,Liberia,450,4,Anchored,4,0,Unspecified,,0,0,1,0,2,0,-99,4,0.0625
2685,,Actual,Boarding,Nigeria,Nigeria,475,Warri Nigeria,15,7,2003,5.5,5.7166667,4,IMB,,Nigeria,436,10,Steaming,Unspecified,1,Guns,,1,1,1,0,1,1,2,-99,
2686,,Actual,Boarding,Nigeria,Nigeria,475,"1.7 NM From the fairway buoy off Lagos, Nigeria",15,7,2003,6.45,3.3766667,3,IMB,,Greece,350,6,Anchored,Unspecified,0,Unspecified,,0,1,1,0,2,1,2,-99,
2688,,Attempted,,Indonesia,Indonesia,850,Indonesia,15,7,2003,0.2166667,107.9333333,1,IMB,Marina GR,Malta,338,2,Steaming,Unspecified,0,Unspecified,,0,0,1,0,1,0,-99,2,0.583333333
2690,,Actual,Boarding,Vietnam,Vietnam,816,"Vung Tau Anchorage, Vietnam",16,7,2003,10.344,107.0568333,2,IMB,Artus,Antigua and Barbuda,58,4,Anchored,6,0,Unspecified,,0,0,1,0,2,1,2,4,0.229166667
2692,,Actual,Boarding,Venezuela,Venezuela,101,"Guanta Port, Venezuela",17,7,2003,10.1166667,-64.5931667,2,IMB,Caro,Malta,338,6,Berthed,1,1,Unspecified,,0,1,0,0,3,1,2,4,0.138888889
2691,,Attempted,,Malaysia,Malaysia,820,Malacca Straits,17,7,2003,1.3666667,103.2383333,1,IMB,Glykofiloussa,Malta,338,2,Steaming,Unspecified,0,Unspecified,,0,0,1,0,1,0,-99,3,0.972222222
2693,,Actual,Boarding,Venezuela,Venezuela,101,"Puerto Cabello, Venezuela",18,7,2003,10.5,-68,2,IMB,H Kirkenes,Liberia,450,4,Berthed,Unspecified,0,Unspecified,,0,1,1,0,3,1,2,1,0.354166667
2694,,Actual,Boarding,Vietnam,Vietnam,816,"Phumy Port, Vietnam",19,7,2003,10.5756667,107.0233333,2,IMB,Hiya Builder,Maldives,781,6,Berthed,Unspecified,0,Unspecified,,0,0,1,0,3,1,2,4,0.166666667
2695,,Actual,Boarding,Senegal,Senegal,433,"Dakar Anchorage, Senegal",20,7,2003,14.6666667,-17.3666667,2,IMB,Jag Arpan,India,750,8,Anchored,Unspecified,0,Unspecified,,0,1,1,0,2,1,2,-99,
2696,,Attempted,,Malaysia,Malaysia,820,Malacca Straits,20,7,2003,1.64,103.9666667,1,IMB,Iran Shariat,Iran,630,2,Steaming,Unspecified,0,Unspecified,,0,0,1,0,1,0,-99,3,0.899305556
2697,,Attempted,,Venezuela,Venezuela,101,"Maracaibo Channel, Vicinity of Isla Pescadores, Venezuela",22,7,2003,10.8711,-68.2128,4,IMB,Maersk Patagonia,Antigua and Barbuda,58,4,Steaming,Unspecified,0,Unspecified,,0,0,0,0,1,0,-99,3,0.940972222
2698,,Actual,Boarding,Nigeria,Nigeria,475,"Lagos Anchorage, Nigeria",23,7,2003,6.45,3.3766667,2,IMB,Magda,Malta,338,2,Anchored,4,1,Knives,,1,1,1,0,2,1,2,-99,
2699,,Attempted,,Ecuador,Ecuador,130,Off Ecuador,24,7,2003,0.3833333,-82.55,1,IMB,Pacitimber,Bahamas,51,2,Steaming,15,0,Unspecified,,0,0,1,0,1,0,-99,1,0.34375
2700,,Actual,Boarding,Bangladesh,Bangladesh,771,"TSP Jetty, Chittagong, Bangladesh",24,7,2003,22.2166667,91.7931667,2,IMB,Thor Falcon,Denmark,390,6,Berthed,Unspecified,0,Unspecified,,0,1,1,0,3,1,2,3,0.791666667
2703,,Actual,Boarding,Colombia,Colombia,100,"Barranquilla, Colombia",25,7,2003,10.9666667,-74.7765,4,IMB,Radesingel,Netherlands,210,4,Steaming,Unspecified,0,Unspecified,,0,1,0,0,1,1,2,4,0.03125
2702,,Actual,Boarding,Brazil,Brazil,140,"Berth No. 11, Port Belem, Brazil",25,7,2003,-1.4666667,-48.4765,2,IMB,Marfret Guyane,Gibraltar,200,4,Berthed,2,1,Guns,,0,1,1,0,3,1,2,4,0.128472222
2701,,Actual,Boarding,Bangladesh,Bangladesh,771,"Chittagong Anchorage, Bangladesh",25,7,2003,22.2166667,91.7931667,2,IMB,Thor Falcon,Denmark,390,6,Berthed,Unspecified,0,Unspecified,,0,1,1,0,3,1,2,3,0.791666667
2704,,Actual,Boarding,Brazil,Brazil,140,"Berth No. 16, Port of Santos, Brazil",26,7,2003,-23.9761667,-46.2871667,2,IMB,Atol,Malta,338,2,Berthed,Unspecified,1,Unspecified,,0,1,1,0,3,1,2,4,0.208333333
2706,,Actual,Boarding,Bangladesh,Bangladesh,771,"Chittagong Anchorage, Bangladesh",26,7,2003,22.2166667,91.7931667,2,IMB,Thor Falcon,Denmark,390,6,Berthed,Unspecified,1,Knives,,0,1,1,0,3,1,2,1,0.288194444
2705,,Attempted,,Indonesia,Indonesia,850,Malacca Straits,26,7,2003,5.75,97.85,1,IMB,Pan Queen,Panama,95,2,Steaming,4,1,Unspecified,,1,0,1,0,1,0,-99,1,0.430555556
2707,,Actual,Boarding,Bangladesh,Bangladesh,771,"Chittagong Anchorage, Bangladesh",27,7,2003,22.2166667,91.7931667,2,IMB,Thor Falcon,Denmark,390,6,Berthed,Unspecified,0,Unspecified,,0,1,1,0,3,1,2,2,0.604166667
2708,,Actual,Boarding,Bangladesh,Bangladesh,771,"Chittagong Anchorage, Bangladesh",28,7,2003,22.2166667,91.7931667,2,IMB,Thor Falcon,Denmark,390,6,Berthed,Unspecified,0,Unspecified,,0,1,1,0,3,1,2,1,0.315972222
2709,,Attempted,,Indonesia,Indonesia,850,Malacca Straits,28,7,2003,1.99,102.1283333,1,IMB,Crystal Marine,Singapore,830,7,Steaming,Unspecified,0,Unspecified,,0,0,1,0,1,0,-99,2,0.670138889
2710,,Actual,Boarding,Bangladesh,Bangladesh,771,"Chittagong Anchorage, Bangladesh",29,7,2003,22.2166667,91.7931667,2,IMB,Thor Falcon,Denmark,390,6,Berthed,Unspecified,0,Unspecified,,0,1,1,0,3,1,2,1,0.322916667
2711,,Actual,Boarding,Bangladesh,Bangladesh,771,"Chittagong Alpha Anchorage, Bangladesh",29,7,2003,22.2166667,91.7931667,2,IMB,Iver Explorer,Marshall Islands,983,3,Anchored,15,1,Knives and crowbars,,0,1,1,0,2,1,2,1,0.447916667
2713,,Attempted,,St. Lucia,St. Lucia,56,"West of St. Lucia Island, Caribbean Sea",30,7,2003,14.0666667,-62.325,1,IMB,Lin,Liberia,450,8,Steaming,2,0,Unspecified,,0,0,1,0,1,0,-99,1,0.458333333
2712,,Attempted,,Indonesia,Indonesia,850,Malacca Straits,30,7,2003,5.6,97.5666667,1,IMB,Jaladoot,India,750,8,Steaming,4,0,Unspecified,,0,0,1,0,1,0,-99,1,0.361111111
2716,,Attempted,,St. Lucia,St. Lucia,56,"West of St. Lucia Island, Caribbean Sea",31,7,2003,14,-62.5,1,IMB,Nordstjernen,Panama,95,2,Steaming,Unspecified,0,Unspecified,,0,0,1,0,1,0,-99,4,0.020833333
2714,,Actual,Boarding,Kenya,Kenya,501,"Mombasa Anchorage, Kenya",31,7,2003,-4.0666667,39.6666667,2,IMB,Beira 9,South Korea,732,5,Anchored,Unspecified,0,Unspecified,,0,1,1,0,2,1,2,-99,
2715,,Attempted,,Indonesia,Indonesia,850,"Northern Tip of Sumatra, Indonesia",31,7,2003,5.99,96.18,1,IMB,Igloo Espoo,Norway,385,7,Steaming,Unspecified,0,Unspecified,,0,0,1,0,1,0,-99,1,0.28125
2717,,Attempted,,Yemen,Yemen,679,Gulf of Aden,3,8,2003,12.6166667,47.4833333,1,IMB,Delfinaki,Cyprus,352,6,Steaming,Unspecified,0,Unspecified,,0,0,1,0,1,0,-99,3,0.916666667
2718,,Attempted,,Yemen,Yemen,679,Gulf of Aden,3,8,2003,12.9166667,47.5833333,1,IMB,Britanis ,Greece,350,8,Steaming,Unspecified,0,Unspecified,,0,0,1,0,1,0,-99,3,0.986111111
2719,,Attempted,,Panama,Panama,95,"Cristobal Outer Anchorage, Panama",5,8,2003,9.3431667,-79.9166667,2,IMB,APL Almandine,Singapore,830,4,Anchored,Unspecified,0,Unspecified,,0,0,1,0,2,0,-99,3,0.96875
2720,,Attempted,,Philippines,Philippines,840,"Celebes Sea, South of Tawi-Tawi Islands, Philippines",6,8,2003,4.195,120.0016667,1,IMB,Sealink Maju,Malaysia,820,1,Steaming,Unspecified,1,Guns,,1,0,1,0,1,0,-99,1,0.28125
2721,,Actual,Boarding,Venezuela,Venezuela,101,"Berth No. 29, Puerto Cabello Port, Venezuela",8,8,2003,10.5,-68,2,IMB,DS Regent,Bahamas,51,2,Berthed,Unspecified,0,Unspecified,,0,0,1,0,3,1,2,4,0.166666667
2723,,Attempted,,Tanzania,Tanzania,510,"Dar Es Salaam, Tanzania",9,8,2003,-6.6333333,39.4666667,1,IMB,Asha Ashik,St. Vincent and Grenadines,57,6,Steaming,4,0,Unspecified,,0,0,1,0,1,0,-99,4,0.097222222
2722,,Attempted,,Indonesia,Indonesia,850,Malacca Straits,9,8,2003,5.7166667,97.7333333,1,IMB,Dong Yih,Taiwan,713,10,Steaming,Unspecified,1,Guns,,1,0,1,0,1,0,-99,2,0.725694444
2725,,Attempted,,Brazil,Brazil,140,"Belem Anchorage, Brazil",10,8,2003,-1.4666667,-48.4765,2,IMB,Torm Vita,Denmark,390,3,Anchored,1,0,Unspecified,,0,0,1,0,2,0,-99,4,0.1875
2726,,Actual,Boarding,Senegal,Senegal,433,"Off Dakar Port, Senegal",10,8,2003,14.6666667,-17.3666667,4,IMB,Delmas Casablanca,Antigua and Barbuda,58,4,Steaming,3,0,Unspecified,,0,1,1,0,1,1,2,4,0.076388889
2724,,Actual,Boarding,Malaysia,Malaysia,820,Malacca Straits,10,8,2003,2.7916667,101.0883333,1,IMB,Penrider,Malaysia,820,8,Anchored,8,1,Automatic machine guns and grenade launcher,,1,1,1,1,2,1,2,2,0.5625
2728,,Actual,Boarding,Bangladesh,Bangladesh,771,"Anchorage 'B' Chittagong, Bangladesh",12,8,2003,22.25,91.7166667,1,IMB,Simoon,Panama,95,10,Anchored,15,1,Knives,,1,1,0,0,2,1,2,4,0.072916667
2727,,Actual,Boarding,Indonesia,Indonesia,850,Indonesia,12,8,2003,4.8333333,108.0333333,1,IMB,2206 QNG,Vietnam,816,5,Steaming,Unspecified,1,Guns,,0,1,1,0,1,1,2,4,0.104166667
2729,,Attempted,,Jamaica,Jamaica,51,"South of Kingston, Jamaica",17,8,2003,17.4933333,-77.4166667,1,IMB,Silverfjord,Singapore,830,6,Steaming,2,0,Unspecified,,0,0,1,0,1,0,-99,3,0.988194444
2730,,Attempted,,Bangladesh,Bangladesh,771,"Anchorage C, Chittagong, Bangladesh",17,8,2003,22.1666667,91.7666667,1,IMB,Founder M,Marshall Islands,982,10,Anchored,15,0,Unspecified,,0,0,0,0,2,0,-99,3,0.881944444
2733,,Actual,Boarding,Honduras,Honduras,91,"Puerto Cortes Roads, Honduras",18,8,2003,15.8431667,-87.95,2,IMB,Giant,Hong Kong,710,2,Anchored,2,1,Knives,,0,0,1,0,2,1,2,4,0.000694444
2732,,Actual,Boarding,Nigeria,Nigeria,475,"Bonny Roads, Nigeria",18,8,2003,4.4265,7.15,2,IMB,Kota Halus,Hong Kong,710,4,Anchored,10,1,Knives,,1,1,0,0,2,1,2,4,0.100694444
2731,,Attempted,,Indonesia,Indonesia,850,Malacca Straits,18,8,2003,6.1166667,97.55,1,IMB,Gisiang,Malaysia,820,4,Steaming,Unspecified,0,Unspecified,,0,0,1,0,1,0,-99,3,0.8125
2734,,Actual,Boarding,Ghana,Ghana,452,"Tema Roads, Ghana",19,8,2003,5.6166667,-0.0166667,2,IMB,Delmas Sycamore,Cyprus,352,4,Anchored,4,1,Knives,,0,1,1,0,2,1,2,4,0.003472222
2735,,Actual,Boarding,Cameroon,Cameroon,471,Douala Cameroon,20,8,2003,4.0431667,9.6666667,2,IMB,Snowmass,Panama,95,10,Berthed,4,0,Unspecified,,0,0,1,0,3,1,2,4,0.229166667
2736,,Actual,Boarding,Nigeria,Nigeria,475,"Deli Creek, Harrison PT, Sapele, Nigeria",21,8,2003,5.7966667,5.3416667,1,IMB,John N. Pateras,Cyprus,352,2,Steaming,Unspecified,1,Firearms,,1,1,1,0,1,1,2,1,0.479166667
2737,,Actual,Boarding,Indonesia,Indonesia,850,"Vicinity of Bintan Island, Indonesia",22,8,2003,0.95,105.05,1,IMB,Sinar Surya,Panama,95,4,Steaming,3,1,Knives and crowbars,,0,0,1,0,1,1,2,3,0.895833333
2738,,Actual,Boarding,Indonesia,Indonesia,850,"Vicinity of Bintan Island, Indonesia",22,8,2003,1.61,105.375,1,IMB,Superior Star,Malaysia,820,6,Steaming,9,1,Guns and Knives,,0,1,1,0,1,1,2,3,0.979166667
2739,,Actual,Boarding,Nigeria,Nigeria,475,"Off Nigeria, Nigeria",23,8,2003,4.0699,4.7561,4,IMB,,,,8,Steaming,Unspecified,0,Unspecified,,1,0,1,0,1,1,2,-99,
2740,,Actual,Boarding,India,India,750,"Coal Terminal, Cartagena, Colombia",24,8,2003,10.415,76.5351667,2,IMB,Sunshine Sky,Panama,95,3,Berthed,Unspecified,1,Knives,,1,1,1,0,3,1,2,4,0.041666667
2741,,Actual,Boarding,Nigeria,Nigeria,475,"Lagos SBM, Nigeria",25,8,2003,6.45,3.3766667,2,IMB,Coral Star,Norway,385,3,Berthed,5,0,Unspecified,,1,1,1,0,3,1,2,3,0.940972222
2742,,Actual,Boarding,Indonesia,Indonesia,850,"About 50NM NE of Bintan Island, Indonesia",26,8,2003,1.3333333,104.9666667,1,IMB,Elegant Pescadores,Panama,95,6,Steaming,8,1,Guns and Knives,,1,1,1,0,1,1,2,4,0.208333333
2743,,Attempted,,Nigeria,Nigeria,475,"10 miles off Lagos, Nigeria",27,8,2003,6.45,3.3766667,3,IMB,Maribel,Norway,385,3,Anchored,3,1,Unspecified,,0,0,1,0,2,0,-99,1,0.479166667
2745,,Actual,Boarding,Bangladesh,Bangladesh,771,"Chittagong Roads Anchorage, Bangladesh",28,8,2003,22.2166667,91.7931667,4,IMB,Ambika,India,750,6,Steaming,Unspecified,0,Unspecified,,0,0,1,0,1,1,2,4,0.000694444
2744,,Actual,Boarding,Indonesia,Indonesia,850,"Off Bintan Island, Indonesia",28,8,2003,0.7666667,105.2333333,1,IMB,Regina V,Panama,95,2,Steaming,6,1,Guns and Knives,,1,1,1,0,1,1,2,3,0.951388889
2746,,Attempted,,Indonesia,Indonesia,850,"Off Bintan Island, Indonesia",29,8,2003,0.9333333,105.1333333,1,IMB,Vitali,Greece,350,2,Steaming,5,0,Unspecified,,0,0,1,0,1,0,-99,3,0.979166667
2748,,Actual,Boarding,Haiti,Haiti,41,"San Pedro de Macoris, Dominican Republic",30,8,2003,18.4265,-69.2931667,2,IMB,Solano,Panama,95,1,Berthed,4,1,Knives,,0,0,1,0,3,1,2,4,0.104166667
2747,,Attempted,,Indonesia,Indonesia,850,"Off Bintan Island, Indonesia",30,8,2003,1.0566667,105.1083333,1,IMB,Levin,Singapore,830,6,Steaming,5,0,Unspecified,,0,0,1,0,1,0,-99,4,0.198611111
2750,,Actual,Boarding,India,India,750,"Chennai Anchorage, India",31,8,2003,13.0931667,80.2931667,2,IMB,E.R. Hobart,Liberia,450,4,Anchored,1,0,Unspecified,,0,0,1,0,2,1,2,4,0.052083333
2749,,Attempted,,Indonesia,Indonesia,850,"Off Bintan Island, Indonesia",31,8,2003,0.7983333,105.3316667,1,IMB,Fas Port Kelang,Cyprus,352,4,Steaming,6,0,Unspecified,,0,0,1,0,1,0,-99,4,0.208333333
2751,,Attempted,,Indonesia,Indonesia,850,"Lombok Straits, Indonesia",34,8,2003,-8.7333333,115.7166667,1,IMB,Fu Tong,Hong Kong,710,2,Steaming,10,1,Machine guns,,0,0,1,0,1,0,-99,2,0.732638889
2752,,Actual,Boarding,Bangladesh,Bangladesh,771,"Berth No.6, Chittagong port, Bangladesh",1,9,2003,22.2166667,91.7931667,2,IMB,Marine Universal II,Panama,95,2,Berthed,Unspecified,0,Unspecified,,0,1,1,0,3,1,2,1,0.3125
2753,,Attempted,,Indonesia,Indonesia,850,"Vicinity of Bintan Island, Indonesia",1,9,2003,1.3216667,104.7816667,1,IMB,Jacqueline,Antigua and Barbuda,58,4,Steaming,Unspecified,0,Unspecified,,0,0,1,0,1,0,-99,4,0.083333333
2754,,Actual,Boarding,Peru (Peruvian point of view),Peru (Peruvian point of view),135,"Berth No. 5, Callao Port, Peru",2,9,2003,-12.5,-77.1666667,2,IMB,Sky Bulker,Panama,95,2,Berthed,1,0,Unspecified,,0,0,1,0,3,1,2,4,0.0625
2756,,Actual,Boarding,Guyana,Guyana,110,"Georgetown, Guayana",4,9,2003,6.8216667,-58.17,2,IMB,Dutch Spear,Netherlands,210,6,Berthed,Unspecified,0,Unspecified,,0,1,1,0,3,1,2,3,0.864583333
2755,,Actual,Boarding,Philippines,Philippines,840,"Inner Anchorage No. 2, Manila, Philippines",4,9,2003,14.5931667,121,2,IMB,Handy Rainbow,Hong Kong,710,2,Anchored,Unspecified,0,Unspecified,,0,1,1,0,2,1,2,2,0.652777778
2757,,Attempted,,Indonesia,Indonesia,850,"30NM East of Bintan Island, Indonesia",4,9,2003,0.925,105.1666667,1,IMB,Hermia,Panama,95,3,Steaming,Unspecified,0,Unspecified,,0,0,1,0,1,0,-99,4,0.1875
2758,,Actual,Boarding,India,India,750,"3 miles off Chennai Breakwater, India",5,9,2003,13.0931667,80.2931667,3,IMB,Akropolis,Panama,95,2,Anchored,3,1,Knives,,0,0,1,0,2,1,2,2,0.583333333
2759,,Attempted,,Malaysia,Malaysia,820,"Off Pulau Jarak off Lumut, Malacca Straits",5,9,2003,3.9833,100.0698,4,IMB,,Malaysia,820,5,Steaming,Unspecified,1,Automatic weapons,,1,0,1,0,1,0,-99,3,0.854166667
2760,,Actual,Boarding,Nigeria,Nigeria,475,"Lagos Anchorage, Nigeria",8,9,2003,6.45,3.3766667,2,IMB,Angel III,Malta,338,2,Anchored,3,1,Knives,,0,1,1,0,2,1,2,4,0.006944444
2761,,Actual,Boarding,Nigeria,Nigeria,475,"Bonnie Signal Station, Nigeria",13,9,2003,4.433333333,7.15,4,IMB,Stevns Power,Denmark,390,10,Steaming,2,1,Unspecified,,0,0,1,0,1,1,2,3,0.809027778
2762,,Actual,Boarding,Philippines,Philippines,840,"Manila Anchorage, Philippines",15,9,2003,14.5931667,121,2,IMB,Capt Stefanos,Bahamas,51,2,Anchored,8,1,Knives,,0,1,0,0,2,1,2,4,0.149305556
2763,,Actual,Boarding,Brazil,Brazil,140,"Icoaraci Anchorage, Belem",19,9,2003,-1.4666667,-48.4765,3,IMB,Varanasi,India,750,2,Anchored,3,0,Unspecified,,0,0,1,0,2,1,2,4,0.083333333
2764,,Actual,Hijacked,Indonesia,Indonesia,850,"Off Selat Durian, Indonesia",19,9,2003,0.7,103.7,4,IMB,Poet Vanda,Singapore,830,1,Steaming,Unspecified,0,Unspecified,,1,0,1,0,1,1,1,4,0.0625
2765,,Attempted,,Taiwan,Taiwan,713,NW Of Taiwan,20,9,2003,25.1666667,120.8333333,1,IMB,SA Fortius,Bahamas,51,2,Steaming,Unspecified,0,Unspecified,,0,0,1,0,1,0,-99,3,0.8125
2766,,Actual,Boarding,Vietnam,Vietnam,816,"Buoy Rau Qua 3, Saigon Port, Vietnam",21,9,2003,10.8265,106.75,2,IMB,Clipper Ipanema,Bahamas,51,6,Anchored,Unspecified,0,Unspecified,,0,1,1,0,2,1,2,3,0.791666667
2767,,Actual,Boarding,Indonesia,Indonesia,850,"Balikpapan Inner Anchorage, Indonesia",24,9,2003,-1.25,116.7931667,2,IMB,Jag Rishi,India,750,2,Anchored,2,1,Iron bars,,1,0,1,0,2,1,2,4,0.03125
2768,,Actual,Boarding,Nigeria,Nigeria,475,"6NM Off Lagos, Nigeria",25,9,2003,6.45,3.3766667,3,IMB,Kirsten,Norway,385,3,Anchored,3,0,Unspecified,,0,0,1,0,2,1,2,3,0.979166667
2769,,Actual,Hijacked,Indonesia,Indonesia,850,"Tg. Pemangingan Kalimantan, Indonesia",26,9,2003,-3.2167,116.267,4,IMB,Wecoy 3 and Bintang 3,Singapore,830,1,Steaming,Unspecified,0,Unspecified,,1,0,1,0,1,1,1,4,0.0625
2770,,Actual,Boarding,India,India,750,"Chennai Anchorage, India",27,9,2003,13.0931667,80.2931667,2,IMB,China Trader,Hong Kong,710,2,Anchored,3,1,Knives,,0,0,1,0,2,1,2,4,0.222222222
2771,,Actual,Boarding,Vietnam,Vietnam,816,"Hon Gai (Cai Lan) Anchorage, Vietnam",27,9,2003,20.9355,107.0891667,2,IMB,Marlene Green,Netherlands,210,6,Anchored,4,1,Knives,,0,1,0,0,2,1,2,4,0.104166667
2772,,Actual,Boarding,Yemen,Yemen,679,Gulf of Aden,29,9,2003,12.5182,47.6446,4,IMB,,,,,Steaming,4,0,Unspecified,,0,1,1,0,1,1,2,-99,
2773,,Attempted,,India,India,750,"North Tanker Berth, Cochin, India",30,9,2003,9.9666667,76.25,2,IMB,British Adventure,UK,200,8,Berthed,1,0,Unspecified,,0,0,1,0,3,0,-99,3,0.875
2774,,Actual,Boarding,Indonesia,Indonesia,850,"Santan Anchorage, Indonesia",30,9,2003,-0.0833333,117.5666667,1,IMB,Namsan Spirit,Bahamas,51,8,Anchored,2,1,Knives,,0,0,1,0,2,1,2,4,0.177083333
2775,,Actual,Boarding,Internationa Waters (Arabian Sea),India,750,"North Arabian Gulf, Arabian Gulf",2,10,2003,13.2492,64.0086,4,IMB,,,,,Steaming,Unspecified,1,Guns,,0,1,1,0,1,1,2,-99,
2776,,Actual,Boarding,Bangladesh,Bangladesh,771,"Chittagong Anchorage 'C', Bangladesh",2,10,2003,22.2166667,91.7931667,2,IMB,Bunga Siantan,Malaysia,820,3,Anchored,Unspecified,1,Knives,,0,1,0,0,2,1,2,4,0.222222222
2777,,Actual,Boarding,Indonesia,Indonesia,850,"Santan Anchorage, Indonesia",2,10,2003,-0.1,117.5266667,2,IMB,Sir Ivor,Hong Kong,710,7,Anchored,Unspecified,0,Unspecified,,0,1,0,0,2,1,2,4,0.159722222
2778,,Actual,Hijacked,Bangladesh,Bangladesh,771,"Chowmuhini ghat, Meghna River, Bangladesh",3,10,2003,22.2937,91.1113,4,IMB,,Bangladesh,771,5,Steaming,Unspecified,1,Guns,,1,0,1,0,1,1,1,-99,
2779,,Actual,Hijacked,Bangladesh,Bangladesh,771,"Chowmuhini ghat, Meghna River, Bangladesh",3,10,2003,22.2937,91.1113,4,IMB,,Bangladesh,771,5,Anchored,12,1,Guns,,1,0,1,0,2,1,1,-99,
2780,,Actual,Boarding,Bangladesh,Bangladesh,771,"Mukchhura, Madhumati River, Bangladesh",3,10,2003,23.181,89.678,4,IMB,Kafela,Bangladesh,771,10,Steaming,Unspecified,0,Unspecified,,1,1,1,0,1,1,2,4,0.25
2782,,Actual,Boarding,Bangladesh,Bangladesh,771,"Chittagong Anchorage 'B', Bangladesh",4,10,2003,22.2166667,91.7931667,2,IMB,Pranedya Pratama,Liberia,450,8,Anchored,2,1,Knives,,0,0,1,0,2,1,2,4,0.059027778
2781,,Actual,Boarding,Vietnam,Vietnam,816,"Hon Gai Anchorage, Vietnam",4,10,2003,20.7266667,107.1766667,1,IMB,Alam Selamat,Malaysia,820,2,Anchored,2,0,Unspecified,,0,0,1,0,2,1,2,4,0.055555556
2783,,Actual,Boarding,Bangladesh,Bangladesh,771,"Fhiringi Canal, Sundarbans, Bangladesh",6,10,2003,21.5548333,89.91,4,IMB,,Bangladesh,771,5,Steaming,Unspecified,0,Unspecified,,1,0,1,1,1,1,2,-99,
2784,,Actual,Boarding,Vietnam,Vietnam,816,"Haiphong, Vietnam",7,10,2003,20.7016667,107.2183333,1,IMB,Marilis T,Cyprus,352,2,Anchored,1,1,Knives,,0,0,1,0,2,1,2,4,0.090277778
2785,,Actual,Boarding,Venezuela,Venezuela,101,"Guanta Port, Venezuela",8,10,2003,10.1166667,-64.5931667,2,IMB,Nord ,Estonia,366,6,Berthed,3,1,Steel bars,,0,1,1,0,3,1,2,3,0.798611111
2786,,Actual,Boarding,Bangladesh,Bangladesh,771,"Meghna River, Bangladesh",9,10,2003,23.0833,90.63,4,IMB,,Bangladesh,771,5,Steaming,12,0,Unspecified,,1,0,1,1,1,1,2,-99,
2787,,Actual,Boarding,India,India,750,"Sagar Inner Anchorage, Haldia, India",10,10,2003,22.0265,88.0765,2,IMB,Tiger Arrow,Antigua and Barbuda,58,10,Anchored,1,0,Unspecified,,0,0,1,0,2,1,2,4,0.170138889
2788,,Actual,Boarding,Colombia,Colombia,100,"Inner Anchorage Buenaventura, Colombia",12,10,2003,3.8766667,-77.0666667,2,IMB,Active,Malta,338,2,Anchored,4,0,Unspecified,,1,0,0,0,2,1,2,4,0.140277778
